,0
832,"the keto carrot cake was a disappointment,  too much  fondant and icing,  small portion and tasted too artificial"
833,اسوأ مخبز. في الصورة ثلاث حبات وصل حبة واحدة. ليش ما تضيفوا تفاصيل أكثر عن المنتج!
834,Tiny portions !!!!
835,"Mismatch between pictures, reality and expected taste"
836,The cake was really old and did not taste good! Im really dissappinted.
837,السايق كان غير نظيف (( النظافة 😭😭))
838,Fantastic
839,Wrong item please send new
840,Good
841,الكوفي و الحلويات تبعهم كثييير سكرية....لدرجة انها تجيب الغثيان🤮...
842,Brill
843,"Coffee is bad, sandwich very oily ☹️"
844,Good
845,"طلبنا كيكة زعفران .. بس كانت دون المستوى 
ما انصح فيها"
846,Pour some of my coffee
847,"The special requests were not followed. No skinned milk, no cutlery even after mentioning"
848,"The coffee is really bad, its too sweet and tastes like mango milkshake, i would like another one or a refund"
849,Wrong coffe
850,Order not received
851,Good
852,ساعه ونص الطلب
853,Ok
854,Cold
855,only the iced match Tea powder  needs to be mix well
856,ممتاز
857,Hood
858,Fish Tacos are amazing
859,It toook soo long
860,😍
861,♕
862,Nice
863,Raw not cocked well
864,👍🏻
865,"employee in the name of ""lowring""  is the best"
866,"The order was followed up professionally by an employee in the name "" lowring"""
867,طلبت سي فود مشكل واستلمت معظمه كراب ما توقعت مطعم كبير مثل هذا يتم فيه الغش لزبون.... مع انني دفعت مبلغ كبير... اول مرة واخر مرة اطلب عندهم
868,💕
869,All good 👍
870,ما عند السايق خرده ولا جهاز السحب ولا يريد الذهاب واحضار خرده جدا سيء
871,وجباتهم دائماً توصل دافئه و طعمها لذيذ
872,لذيذ جدا و مقرمش و وصل الاكل ساخن و السلطة كميتها قليلة بس لذيذه جداً
873,"Rider doesn't have change. He said he will be back at 11:49. Until nothing ang he is not picking up the call, he took my 50 rials with him I only need to pay like 9 rials"
874,Missing item&amp;.Not fresh
875,شكرا
876,I love the food keep up the great flavours
877,Best fish and ships we ever had. Thank you!
878,Z
879,Very disappointed from 3D donuts
880,سريع جدا
881,Good
882,simply the best donuts there is
883,Super
884,They didint writ HBD ameer ??
885,Excellent
886,حييت
887,Good
888,You are the best 👍🌟🌟
889,Doughnuts were old with fresh toppings. Shocked to get it from 3rd doughnuts. Was a fan and never experiebced wen we purchased directly
890,Very good
891,رااائع 🚀😍
892,Good
893,Please include options to order single doughnuts
894,🤍🤍
895,Nice
896,ابارا
897,Prefect
898,Delivered ontime
899,
900,لذيذ يحتاج تسويوا لنا عروض
901,"The coffee to hot , i order cold coffee"
902,لا اعلم
903,سبانش لاتيه (ساخن) جميل جداً
904,سبانش لاتيه جداً ممتاز
905,جيد
906,Very Nice coffee one of the best cappacinoe i have ever tried
907,Super
908,Super
909,Super
910,Super
911,Should check the special requests
912,الطلب لم يوصل
913,Super
914,Amazing
915,احسنت
916,Super
917,Super
918,Supe
919,Super
920,Super
921,Fish Tacos are amazing
922,It toook soo long
923,😍
924,♕
925,Nice
926,Raw not cocked well
927,👍🏻
928,"employee in the name of ""lowring""  is the best"
929,"The order was followed up professionally by an employee in the name "" lowring"""
930,طلبت سي فود مشكل واستلمت معظمه كراب ما توقعت مطعم كبير مثل هذا يتم فيه الغش لزبون.... مع انني دفعت مبلغ كبير... اول مرة واخر مرة اطلب عندهم
931,💕
932,All good 👍
933,ما عند السايق خرده ولا جهاز السحب ولا يريد الذهاب واحضار خرده جدا سيء
934,وجباتهم دائماً توصل دافئه و طعمها لذيذ
935,لذيذ جدا و مقرمش و وصل الاكل ساخن و السلطة كميتها قليلة بس لذيذه جداً
936,"Rider doesn't have change. He said he will be back at 11:49. Until nothing ang he is not picking up the call, he took my 50 rials with him I only need to pay like 9 rials"
937,Missing item&amp;.Not fresh
938,شكرا
939,Very disappointed from 3D donuts
940,سريع جدا
941,Good
942,simply the best donuts there is
943,Super
944,They didint writ HBD ameer ??
945,Excellent
946,حييت
947,Good
948,You are the best 👍🌟🌟
949,Doughnuts were old with fresh toppings. Shocked to get it from 3rd doughnuts. Was a fan and never experiebced wen we purchased directly
950,Very good
951,رااائع 🚀😍
952,Good
953,Please include options to order single doughnuts
954,🤍🤍
955,Nice
956,ابارا
957,Prefect
958,Delivered ontime
959,
960,لذيذ يحتاج تسويوا لنا عروض
961,"The coffee to hot , i order cold coffee"
962,لا اعلم
963,سبانش لاتيه (ساخن) جميل جداً
964,سبانش لاتيه جداً ممتاز
965,جيد
966,Very Nice coffee one of the best cappacinoe i have ever tried
967,Super
968,Super
969,Super
970,Super
971,Should check the special requests
972,الطلب لم يوصل
973,Super
974,Amazing
975,احسنت
976,Super
977,Super
978,Supe
979,Super
980,Super
981,الكنافه ك طعم كانت جميله لكن شوي ملاحضات يا ريت تنتبهو العا في المره الجايه مثل سماكة الكنافه كانت كثير سميكه . والجبنه كان بدها تحلايه اكثر بالمي لان كان فيها احزاء مالحه . والجبنه نفسها كانت جايبه ميه يعني مو منشفه كويس لكن تغليف وطعم وكميه كانت كثير روعه
982,جيد
983,Bad
984,Very good!
985,😍😍
986,"The food was so dry , tough and not fresh. Did not enjoy at all"
987,Soft kunafa not crispy
988,Ver bad
989,.
990,Great
991,Great food but received wrong order!
992,Good
993,☺️
994,Good kunafa best in oman
995,ممتاز
996,Lovely
997,جيدة
998,"I rqust that to be cut ,he said this not my job"
999,حلوو❤️
1000,طعم ليس جيدا.
1001,Good food and pakkiing
1002,food was cold
1003,Delicious
1004,Good
1005,شكرا
1006,Good
1007,Very good
1008,They took my money but didn't add frinch fries in my order I want my money of frinch fries back today
1009,foods is great but sometimes ignoring request and missing items
1010,I required from them to add cheese and they did not add
1011,Good
1012,Love it
1013,"The chicken in the burger is not fully cooked
I write reviews on orders but no one takes it in consideration"
1014,😍
1015,Good
1016,لا يوجد
1017,افشل سايق مر علي
1018,Good
1019,Amazing
1020,Satisfied
1021,بطاطس كان قليل يكفي لشخصين فقط
1022,.
1023,جيد جداً
1024,Good
1025,"wrong order delivered. instead of avocado milkshake, they give me a avocado shake only"
1026,"Missing item 
Does not communicate by calling ir messaging"
1027,
1028,The 500 ML drink is wrong
1029,The quantity was less compared to before.
1030,"Ordered fruit salad and was really disappointed, only came as three fruits (pomegranate, melon and  little strawberries)"
1031,He counted the money wrong and wasted my tkme
1032,Good
1033,Thank you
1034,Good
1035,Awesome service
1036,I recived wrong order
1037,Love it
1038,Good 👍🏻
1039,Excellent
1040,Very good
1041,Fast
1042,I hope that you open a branch in sohar. The best place to get juice hands down 👍🏼
1043,Good
1044,شكرا
1045,ممتاز
1046,ممتاز
1047,ممتاز
1048,we love their meat and chicken mishkak
1049,the meat was bad
1050,Ok
1051,Good
1052,"احلى كباب في مسقط
Teşekkür ederim🤍"
1053,Good service thank you talabat
1054,got chicken with a bad scent so bad
1055,جميل
1056,"The food packaging was perfect, I was impressed with how fast my order arrived, Food quality was good compared to the price, Food was pretty good"
1057,call me
1058,I would like to get the missing item or refund as ribs missing one
1059,حلو
1060,"The food packaging was perfect, I was impressed with how fast my order arrived"
1061,The food packaging was perfect
1062,طلبت ريش استرالي. ريشهم تعبانه ع الآخر
1063,It is all fat and masules it is realy bad experiense
1064,كان تغليف الطلب ممتاز
1065,I asked for seasoning without garlic but this was ignored..
1066,Very tasty
1067,😍
1068,He took more money
1069,❤️
1070,😍
1071,Great
1072,V hood
1073,🥰
1074,😍
1075,😘
1076,Great
1077,ممتاز جداً
1078,the rice not cooked
1079,طعام قديم وغير طازج وطعم سيء جدا
1080,"Packaging was good Although food taste was really bad, not hot and not fresh at all. I was surprised about food quality and very disappointed
Ans it takes them long time to deliver the food"
1081,The taste is weird for vines leaves I thought it would be better. Need improvement
1082,طلبت بسبوسة جابوها لي محروقة ما تنإكل وللعلم رسلت لصاحبة المشروع لأني اعرفها شخصيا ولكن حتى اعتذار كثير
1083,❤️perfect
1084,Waited for two hours and restaurant decided to cancel our order :(
1085,"الطلب مفقود 
طلبت 2 صحن زعتر ولكن حصلت على واحد 
هذا المخبز للمره الثانيه يعمل نفس الحركه 
اريد استرجاع المبلغ المدفوع نظير الطلب الي ما وصلني"
1086,"not fresh,  ما طازج"
1087,رهيب
1088,استلمت منتج مختلف عن الطلب
1089,سريع
1090,اسرع توصيل 👍🏻 والخدمة ممتازة
1091,طلبت فطيرة زعتر ، وصلتني لبنه وزيتون💔
1092,جميل
1093,الخبز اللبناني غير طازج
1094,Hi ih
1095,كان الأكل لذيذ جداً وفاق توقعاتي
1096,"طلبي وصل بوقت أسرع من المعتاد, نوعية الأكل كانت جيدة بالنسبة بالسعر"
1097,التوست طعمه لذيذ
1098,They dliver wrong item
1099,"I was impressed with how fast my order arrived, I felt I got great quality for the amount I paid"
1100,Excellent
1101,طلبي وصل بوقت أسرع من المعتاد
1102,Food was pretty good
1103,Need development
1104,Delicious food
1105,Thank you so much!
1106,Food was bad...all my family got sick
1107,The freekeh and imsakhan rolls are so yummy!
1108,
1109,ا
1110,Good
1111,Good food. Prices have been raised and portions are smaller. A rip-off.
1112,Delicious food and excellent quality!
1113,Good
1114,ت
1115,Cmae quick
1116,Good
1117,شكرا
1118,It was very bad
1119,The food was tasty
1120,The food was barealt cooked
1121,Confusion
1122,Great food
1123,اكلهم طيب
1124,Excellent food
1125,"Food was hot 👍🏼 because of well wrapped package. And i highly appreciate answeting my requests every time i order from them.
Keep ip the good work Al Makan ⭐️⭐️⭐️⭐️⭐️"
1126,👍🏻👍🏻👍🏻👍🏻
1127,جيد
1128,"The food was tested and smelled like a soap, it was actually mixed with a soap it causes me a problem in stomach and heart beating, very bad experience not recommended at all"
1129,Ff
1130,👍🏻👍🏻👍🏻👍🏻
1131,👍🏻👍🏻👍🏻
1132,👍🏻👍🏻👍🏻
1133,👍🏻👍🏻👍🏻
1134,Deriver put the items out side and didnt give me directly
1135,Good
1136,￼
1137,The order was deliverd lster than usual snd cold
1138,👍🏻👍🏻👍🏻
1139,Amazing ! Food delieverd hot and the test is another level ! Yummmmmmmmy !😍😍😍😍😍😍
1140,👍🏻👍🏻👍🏻
1141,👍🏻👍🏻👍🏻
1142,Good
1143,ممتاز
1144,اكلهم ولا غلطة 👏👏👏👏👏👏👏👏
1145,👍🏻👍🏻👍🏻👍🏻
1146,"Food was hot 👍🏼 because of well wrapped package. And i highly appreciate answeting my requests every time i order from them.
Keep ip the good work Al Makan ⭐️⭐️⭐️⭐️⭐️"
1147,👍🏻👍🏻👍🏻👍🏻
1148,جيد
1149,"The food was tested and smelled like a soap, it was actually mixed with a soap it causes me a problem in stomach and heart beating, very bad experience not recommended at all"
1150,Ff
1151,👍🏻👍🏻👍🏻👍🏻
1152,👍🏻👍🏻👍🏻
1153,👍🏻👍🏻👍🏻
1154,👍🏻👍🏻👍🏻
1155,Deriver put the items out side and didnt give me directly
1156,Good
1157,￼
1158,The order was deliverd lster than usual snd cold
1159,👍🏻👍🏻👍🏻
1160,Amazing ! Food delieverd hot and the test is another level ! Yummmmmmmmy !😍😍😍😍😍😍
1161,👍🏻👍🏻👍🏻
1162,👍🏻👍🏻👍🏻
1163,Good
1164,ممتاز
1165,اكلهم ولا غلطة 👏👏👏👏👏👏👏👏
1166,👍🏻👍🏻👍🏻👍🏻
1167,طلبت تفاح احمر وصلني اخضر
1168,ت
1169,الموز غير مستوي
1170,I ordered tomato carton &amp; I didnt get it when delivered
1171,جميل
1172,جدا ممتاز
1173,Nice
1174,Ordered fruit and i got a vegetable instead
1175,Very good
1176,I found all apples are not good
1177,
1178,ممتاز
1179,Good
1180,"Some items not packed well (apricot)
Onion big size"
1181,"Everything was good ,,, the potatos are so bad ! All with black green and red marks!"
1182,ممتاز
1183,As i needed good and fresh
1184,ممتاز
1185,اوك
1186,ممتاز
1187,منتاز
1188,جيد
1189,Noce
1190,لا
1191,الحمدلله
1192,توكلنا على الله الحمدلله على هذي التسهيلات الله يوفق الجميع يارب
1193,"طلبي ما وصل بالسرعة التي كنت متوقعها, من ناحية القيمة مقابل السعر، طلبي كان عادي"
1194,ممتاز
1195,"صل على النبي, حسيت ان نوعية الأكل كانت ممتازة بالنسبة للسعر"
1196,thanks for your service
1197,وقت التوصيل كان سريع جداً
1198,ياريت لو في قيم أقل نفس ريال أو ٢ أو ٣
1199,"Very bad , taking money without any service, I’m very upset"
1200,طعام لذيذ
1201,الله أدم علينا نعمة استشعار نعمك.. اللهم ارزقنا بها مرتعا في الجنة
1202,very good
1203,في ميزان حسناتكم
1204,الله لا إله إلا الله وحده لا شريك له له الملك وله الحمد وهو على كل شي قدير
1205,فته ورق عنب لذيذذذذذذه
1206,كان هناك خطأ في الطلبية 💔
1207,I didnt receive the iteams
1208,لذيييذذذ
1209,انا طالبة محشي كوسة جايبين كشري ليش
1210,الطعام بارد
1211,الفتة لذيذه🔥 اتمنى في حجم اكبر
1212,Yummy and saucy👌
1213,"Not acceptable, sandwiches very dry, ignored special request, not ordering from it again"
1214,ممتاز
1215,ممتاز
1216,Very nice
1217,جميييلللل
1218,الفتة تستحق التجربة لذيذه
1219,رائع
1220,رت
1221,الكشري لذيذ جدًا اجمل من كشري مطعم الاهرامات المصرية و الدرايفر محترم جدًا
1222,ت
1223,Excellant
1224,الاكل كتير راااائع 😍
1225,مطعم يفوز
1226,
1227,لم يتم وضع الطلب في كيس
1228,The delivered dounuts were in bad situation ( the box was opened and all dounuts were in a mess )
1229,يعني جدا جدا ممتاز
1230,sooo tasty
1231,The bite is little hard and cold not fresh
1232,ممتاز
1233,Ok
1234,Items mentiones as available and it isnt. Then he asked what i wanted and totally ignored my order. When i called he gave me attitude instead of apologizing. A Waste of money.
1235,بعض الاحيان توصل طلبات ناقصه
1236,Ok
1237,Good price great taste
1238,One of thr box was damaged
1239,Egg the are best ever service and ffffaaasssttteerrrr dounat
1240,الاوردر كانت غير عن اللي طلبته + الموصل كان تصرفه واااجد سيء طلبت منه يخلي الاوردر عند الباب و دخل الى وسط البيت و صار يرسل صور من النافذة يصور داخل البيت و ما يرد على الاتصالات اتمنى ما يصير يوصل طلبات هذا الوضع ما اوكيه .
1241,الدونات ليس جيد ابدا كان فالسابق اجمل ،،
1242,Nice
1243,Best Donuts by far! So FLUFFY!!!
1244,ما حلو
1245,فنان
1246,G
1247,🌹
1248,على كيف كيفك
1249,جربوه وتحسوا بالفرق
1250,شي جميل ولذيذ ومرتب
1251,واقف الكلام  عن الوصف روعه
1252,روعه انصح بتجربته
1253,شاي كرك ماله مثيل 👌🌹
1254,رووووووعه لذيذ جداً
1255,لذيذ جداً 🎁
1256,لذيذ جداً ، انصح بتجربته
1257,The best iced tea I have ever tasted 👍🏻👍🏻🤩
1258,"روعة وطعم ولا احلى, كان الأكل لذيذ جداً وفاق توقعاتي, حسيت ان نوعية الأكل كانت ممتازة بالنسبة للسعر, حبيت طريقة تغليف طلبي, طلبي وصل بوقت أسرع من المعتاد"
1259,Thanks
1260,I ticked with cutleries but they didnot include anything.
1261,Food was delivered with smell of cigarretes
1262,Wrong order. 😡
1263,U have forgotten my pizza i didnt take my order please send it again or i wont order it again
1264,Thank you
1265,Yellow cap Super pizza 😋😋
1266,Everythinb was great
1267,Goood
1268,"Food was good but it is so expensive (small quantity)

Even my cat would not be satisfied with the quantity 🤨"
1269,You gave the wrong pizza
1270,Drink was expired!
1271,"the best, and The food was very delicious. Well done keep it up"
1272,Pompt and professional.
1273,This is second time missing item last was same and pizza was cold
1274,The best pizza place in Oman!
1275,Excellent
1276,Loved it. You want pizza? These guys know pizza!
1277,ممتاز وصل ساخن
1278,"Vert nice, taste and over all perfect"
1279,The pizza was not properly cooked
1280,"الطلب لم يكن مثل المتوقع 
الطلب بارد للغايه 
الطعام ليس طازج"
1281,They have ignored my note which is not acceptable
1282,✨✨✨✨
1283,Good
1284,جيد جدا
1285,فاشل
1286,Thank you
1287,"They gave wrong chips i ordered tomato chips and i got lemon and chili one , which i dont like at all"
1288,الطلب بارد جدا
1289,Good
1290,واو
1291,جيد
1292,ماعرف لوكيشن
1293,I recieved wrog order
1294,My requests in the order were totally dismissed
1295,They didnt even put it in the oven its cold like ice
1296,Good
1297,
1298,الاكل بارد جداً
1299,لا يوجد
1300,ما حلو والطعم مش كويس وما كانت الطلبيه فيها الاختيارات من المخلل وغيره مجرد ستيك وكاتشاب 👎🏻
1301,Amazing
1302,Fast
1303,Great work keep it up
1304,ممتاز
1305,فنانننن
1306,"Fast, The food packaging was perfect, I was impressed with how fast my order arrived"
1307,It said it was 3 baisa but when they came they said it 4 bausa
1308,واًو
1309,رائعة
1310,شكرا
1311,ممتاز
1312,Good si good
1313,
1314,؟؟؟
1315,Nil
1316,missing item
1317,Nice
1318,منظم ويريع
1319,توقيت مناسب
1320,"High price small pc ,,"
1321,ممناز
1322,"The cheesecake was not good at all. I couldn't stomach more than two bites. for the price, it is not worth it."
1323,One of the cake test old and very dry
1324,The rider was quick and polite
1325,كالمعتاد كل ممتاز برفكتو استمروا
1326,رائع
1327,لذيذ
1328,لايوجد ملعقه
1329,شكر
1330,لم استلم الطلبية
1331,لذيذ
1332,لماذا لم يتم الخصم من المبلغ عن طريق بطاقه التوفير
1333,شكرا
1334,الاكل  لذيذ جدا
1335,رائع
1336,لذيذ
1337,بصراحه لذيذ لكن بعدني م جربت بوكا لان اختي قالت شبعانه تو بس احسه لذيذ
1338,Delicious soft serve as always- thanks!
1339,"Yummiest soft serve in Muscat! Tiramisu softy is a must try, thank you for the consistent quality!"
1340,ممتاز
1341,رائع
1342,لذيذ
1343,Cool
1344,Amazinggggg
1345,Perfecto :)
1346,Nice
1347,Thank you
1348,7up was part of the oder yet wasnt delivered
1349,The worst taste of pasta and starters. Pasta smelled like some kid peed 🤢
1350,"the packaging is really awful , the sauce from the chicken wings is all over the the bag and pizza , and this is not the first time ! i really love the food but PLEASE improve the packaging!!"
1351,Excellent
1352,good
1353,They ignore special requests
1354,Cutlery was not provided
1355,الامور غير طيبه
1356,.
1357,M
1358,Santinos in talabat order are very bad the teast is not same when we going to the resturant so so bad really cant complete eatting the food
1359,"I am disappointed from the pasta i ordered, couldnt complete it and still starving!"
1360,الاكل كان بارد
1361,جيد
1362,Good
1363,Thanks
1364,
1365,bussin bussin
1366,Amazing
1367,جميل جدا
1368,لذيذ
1369,حلو
1370,سريع وحسب الطلب
1371,لذيذذذذذ
1372,جميل
1373,Hibiscus is a must try! 😋
1374,Thanks!
1375,Nice
1376,"Yummy ice creams (tried the mango, strawberry and tiramisu)"
1377,أيس كريم التيراميسو شئ خيالي ما شاء الله❣ الله يوفقكم
1378,"Amazing, loved the backage and the tast. keep it up"
1379,😍😍😍
1380,
1381,Why there is no coffe flevore
1382,Amazing 🤩
1383,Ordered frost latte and loved it🤤
1384,Fastest and best quality ever
1385,The best
1386,"I got the mango cheesecake ice cream and it was so good , it was well packaged and i got it in a good condition it wasnt melted they put ice in the bag so yeah"
1387,I ordered brownies for 1.1 OMR and I got only one piece
1388,الكرواسون لذييذذذذذ
1389,The coffee was delicious
1390,واو
1391,cookies 😋😋😋
1392,Very nice tea made  just the way I like it 😋
1393,The drink arraived hot with no spillage of the drink 🥰
1394,Missing items
1395,G
1396,Goood
1397,Niceee
1398,🥰
1399,
1400,"The food packaging was perfect, I was impressed with how fast my order arrived, I felt I got great quality for the amount I paid, Food was delicious and surpassed my expectations"
1401,I didn't receive my ordered items!!!!!!
1402,order was delivered leaking and driver just gave it to me empty instead of taking it back to shop ..use people with brains please
1403,frozen.. stale carrot cake which was inedible
1404,I told the to grill my sandwich well. It was not grilled. Very disappointed
1405,My order was average in terms of value for money
1406,ما اريد اسب بس ما معقوله اطلب سلطه بريالين ونص وتوصل حتى حال طفل ما تكفي اخر مره اطلب منكم 😤
1407,i
1408,Ok
1409,.
1410,شكرا
1411,جيد
1412,ممتاز
1413,Rider did not deliver my order yet
1414,I didnt get my order
1415,It was good but not toasted as requsted
1416,ممتاز
1417,It wasn’t great value for money
1418,سريعه وتعامل جدا طيب
1419,.
1420,Rider mentioned delivered even before it was delivered.
1421,و
1422,Not the salad nor the sauces  i asked for
1423,.
1424,The fries (chips) was so bad. Not fresh not eatable
1425,Read the order properly. I always request(grilled panini for the toast).
1426,Read the order!! It said NOT toasted.
1427,جيد جداً
1428,Good
1429,ً
1430,🤍
1431,ب
1432,
1433,Best coffee
1434,الامور طيبه
1435,Ok
1436,missing items which are ordered not delivered
1437,Good
1438,Ery good
1439,❤️
1440,Not delivered
1441,the order i received was wrong! non of the items correct. wrong order!!
1442,❤️
1443,ممتاز
1444,طلبيه خاطئه
1445,stunning
1446,"كان التغليف عادي بالنسبة لي, حسيت ان نوعية الأكل كانت ممتازة بالنسبة للسعر"
1447,"The order’s packaging was average   I ordered beef burger meal, burger was good but didn’t come with french fries!!"
1448,"وقت التوصيل كان سريع جداً, حسيت ان نوعية الأكل كانت ممتازة بالنسبة للسعر"
1449,I felt I got great quality for the amount I paid
1450,I felt I got great quality for the amount I paid
1451,My order is missing
1452,I felt I got great quality for the amount I paid
1453,ن
1454,كتير طيب
1455,
1456,😍
1457,goods
1458,Inconvenience caused due to missing items
1459,لوحظ في الاونه الاخيرة كمية الفلافل داخل سندويتش قليلية جدا كأنك تأكل خبز مع نكهة الفلافل
1460,
1461,I did not receive an invoice
1462,Good
1463,رهيب
1464,😍
1465,....
1466,Fatayer were very very yummy. Light and flavorful. Definatly will order again
1467,جددددا راقي المندرب والاكل راااايع
1468,Amazing food
1469,رائع
1470,Yes
1471,The Food was Salty
1472,houmous not testy
1473,جميل
1474,It was realy very cold food
1475,جيد
1476,Karak tea acknowledge our reques.
1477,Amazing
1478,Goood
1479,رائع الكرك والخبز العماني
1480,I didnt get it yet
1481,Good
1482,ممتاز
1483,ممتاز
1484,خبز البرجر فيه طعم بيض ☹️
1485,The zinger club sandwitch was very tasty 🤩
1486,الاكل بارد وما في تيشو ولا كاتشب
1487,"The frish juise is not good , they add ice only"
1488,Always fresh sandwishes. Love it
1489,Strongly recommend this retaurant specially chicken matafi wrap
1490,ممتاز
1491,Very good
1492,عالی
1493,Best !
1494,فنان
1495,رائع
1496,Drinks quality can be better. Not upto expectation.
1497,Asked for bill but not given
1498,🥰🥰🥰🥰🥰🥰🥰رههههههييييببب يستاهل اكثر من ٥ نجووم.. روعه و السعر بعد مناسب جداً مع الكميه...
1499,Appreciate it. Amazing
1500,Nice ☺️☺️
1501,Th
1502,Thank you
1503,O
1504,Very good
1505,Still not arrive our order
1506,لم يصلني العصير
1507,Good
1508,Best oreo shake u can ever taste
1509,Not good
1510,الطلب ناقص
1511,￼
1512,Kl
1513,Excelent
1514,ممناز
1515,Good
1516,Great food
1517,"All the time, time given and delviry not on time"
1518,"The kind of fries choose, been exchanged to the normal one. And extra charge been taken"
1519,Verygood
1520,البطاطا بارده
1521,Good
1522,👍🏽
1523,
1524,Ordered orange juice and I got mngo instead. The order took 40 minutes to reach thus the food was cold. They ignored my special request too
1525,Tasty
1526,i wrote the note. 3 times. For honey mustard. They didn't put ANYTHING!
1527,الاكل وصل بادرا ، والتغليف سئ جدا
1528,🙃🙃🙃🙃
1529,الطلب خاطي
1530,Missing many items like a whole sandwich and fries
1531,
1532,Good
1533,الاكل لم يكن ساخنا
1534,The wrong order was delivered for my children.  I ordered mighty chicken tenders and spicy tenders were delivered instead.
1535,
1536,good
1537,عادي
1538,That rider attitude is inappropriate. He wants to fight and got mad. Bcoz he knocks on the wrong.
1539,Sorry but the Food tastes very very bad!!!
1540,طلب خطا
1541,ممتاز
1542,Amazing
1543,جيد
1544,الاكل طعمه جيد لكن طلبت شاورما الدجاج بدون مايونيز بالحمص وعملوا العكس😔
1545,Good service
1546,Good
1547,Good
1548,Good
1549,Good
1550,شكرا لكم
1551,I went to the resturant to take the order my self
1552,The food are cold
1553,ياريت لو كان فيه صوصات داخل ومقللين الزين والبطاطس يكون مستوي .......
1554,Rider has poor behavior
1555,اسلوبه فض جدا
1556,دجاج يابس
1557,شكرا
1558,لذذيذ جدا 😍👌
1559,شكرا جزيلا
1560,Awesome 👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼
1561,اريد رصيد طلبات كمكافأه
1562,😔
1563,السينابون ما طازج...العجينه جافه كأنها من اليوم اللي قبل
1564,"The cinnabon was not Fresh and it tast like the other day packed, very disapointed with rheir quality"
1565,better to put any seal cover like tape on the top of the cover in the coffee.
1566,Good service
1567,The order not fresh💔💔
1568,القهوة لذيذة و السينابون بعد هش وخفيف
1569,This is the 2nd time they sent the wrong items
1570,Good
1571,جيد
1572,Good
1573,very good
1574,I did not receive the times till now
1575,
1576,Was sooo fast
1577,Good
1578,Order and paid for 4 pecanbon and recieved classic
1579,He came on time
1580,Good
1581,Good
1582,Not fresh at all 😪
1583,زين
1584,خذا مني الفلوس والى الان لم يتم ترجيع باقي المبلغ
1585,Wow
1586,الى الامام دائما
1587,Thanks
1588,الدال طعمه مب حلو وسعره غالي !
1589,❤️❤️❤️❤️❤️❤️❤️❤️
1590,فاشل
1591,Good
1592,جيد
1593,Order it did not delivered yet
1594,Perfect
1595,Wow
1596,الاكل بارد + تأخير
1597,ما حبيت الطعم وايد سبايسي اكثر من اللازم!
1598,حلو
1599,شكراً
1600,Hhhhh
1601,🌷
1602,Very good
1603,Very good
1604,ممتاز
1605,ممتاز
1606,جميل
1607,The sense are not as mentioned
1608,"they served very old samsoo, it looks like heated several times"
1609,سيء
1610,الاكل بارد والرز يابسسسس حسيت اني ماعز وانا اكله
1611,Butter Chicken was overly sweet and not creamy. The food was not tasty at all.
1612,Naan bread was missing
1613,worst food in taste
1614,Good
1615,Good
1616,Tasted like 1 day old leftover food
1617,"Burnt Roti, Missing items in Combo"
1618,missing item.. paid for nothing
1619,Nnn
1620,Food taste really bad and not fresh
1621,"sauces, including raita, were too thin (watery)"
1622,Everything was upsidedown and the food was leaking everywhere!
1623,I told him to bring change and asked me to pay him through bank transfer
1624,Good
1625,منظم وسريع
1626,"The food packaging was perfect, I was impressed with how fast my order arrived, I felt I got great quality for the amount I paid, Food was delicious and surpassed my expectations"
1627,"I ordered special lamb from menu, special in this dish was more bones than meat. Really not recommended"
1628,Very bad
