"The quality of food is very bad, will not order again!",
"It wasn’t great value for money, Food quality can be better",
I got a burnt burrito,
It wasn’t great value for money,
The restaurant put different ingredients in my sandwich.,
I ordered 3 burritos but I only received one. Two burritos left.,
"Bav, Food was pretty good",
I was impressed with how fast my order arrived,
Non,
💔💔💔💔,
#mug family,
,
The coffee was good but the croissant was very bad not fresh and no taste.,
Excellent,
The latte and cappuccino arrived with no froth t all despite request to make it extra hot and foamy,
😍😍😍😍😍😍,
The best coffee 😍,
"Handsdown the best coffee in town, i recommend it well done",
Amazing 👌🏽,
Very bad.. the coffe with no foam at all!!,
,
FINALLY! The best coffee is in souq almadinah 🔥 BEST spanish ! Highly recommended.,
Nice,
Good one,
So diaappointed with the quality of the food. The donut is a bit hard and not fresh and there's after taste,
Good,
Good,
:),
fast,
the donuts + coffee were amazing and i really appreciate the small message on the coffee and box of donuts🥺❤️ made my day,
very nice,
The best!!,
I loved that they wrote انجوي on the drink 🥺❤️,
Good,
Awesomeness,
all good thanks,
quality reduced,
😍😍,
The donut tasted like burned oil. I couldn't eat it.,
,
Great nutella bites,
Best doughnuts in OMAN!!!!! Aleays great quality always such a yummy treat when you want to cheat,
Good,
❤️❤️,
My order didn’t arrive within the time I expected,
😍😍,
Excellent?,
"It too one hour and 30 minutes to receive my coffee .. 
I did not receive it extra hot as expected just warm .
Starbucks take a lot of time to deliver coffee please keep note of that !",
He called me to his car,
Great,
Great!,
Great,
Great,
Someone needs to come &amp; replace,
starbuck was okaay,
Reduce prices,
"I ordered Iced Matcha Latte, and add Whipped cream. 0.460 which is not worth it to pay. 
the whipped cream isn't up to my expectation. they only a little white things top of my drinks.",
Wrong item delivered,
H,
Excellent food easy delivey alltogether im very impressed,
,
,
"Quality of food was not good , It wasn’t great value for money",
M,
Excellent quality food as usual.,
Nice,
,
Amaxing!,
Not at all value for money and not good,
Good,
Last time im not ordering from here again i promise you,
too much of oil in the Onion pakodas,
"One of the best Indian restaurants we know - elegant and fine food, delicious!",
it was plain rice and not pulao  !,
The food packaging was perfect,
Pleased don’t use plastic containers with hot food! Low quality of ingredients and packaging!,
"The food packaging was perfect, I was impressed with how fast my order arrived, Food was delicious and surpassed my expectations",
The food packaging was perfect,
Food was delicious and surpassed my expectations,
The time commit in the kitchen was missed but Thu probably busy. The food was very good. The Machi Masala was wonderful - best dish ever.,
"The food packaging was perfect, I was impressed with how fast my order arrived, Food quality was good compared to the price, Food was delicious and surpassed my expectations",
"Ordered Naan but received Tandoori Roti , Before packing resturent should check the items. Unexpected from Moti Mahal",
I dont want to comment,
,
Great app and service,
Thank u,
The crepe was not fresh it was like plastic,
Amazing taste!,
Chicken tastes bad and the food is cold,
,
Perfect ✨,
Good,
Wrong order delivered,
👌🏻,
Good seevices,
Choked on a fish bone in my crepe.,
.,
Small portion not like picture,
😋😘,
,
Thanks for the free orange juice 🙏🏻☺️,
"Rider didn't ring the bell or keep the food at the door, he left cause i did not reply to his calls! After he sent me a picture of my front door",
Wow,
,
The rice without salt now almost three days i order also the order come without spoon so please make sure the rice with salt and there's spoon with the order,
For hotdog sambosa hotdog to be cooked welldone and no sambosa suace,
😍,
👍,
My order was ready from 10:36 and i recieved ot by 11:10,
,
Hope the restuarant knows difference between chappathi and big roti. They should have given more details about item. Not delicious,
The pasta with red sauce soooo gooooddd!!! ❤️😋,
"food is oily, pakora was too much oil,",
😎,
The food is sooooooo gooooooooddddd ❤️,
,
,
Excellent,
I didnt recive my order,
He rang the bell at 12 AM without contacting my number at all ! I am a loyal customer and this is NOT ACCEPTABLE at all,
Totally wrong item and took 40 minutes instead of 25,
Ok,
💕,
,
Thank you,
On time,
Every thing is awesome,
No filling except meat,
They forgot all of the sauces i ordered,
the item received is bad with only bread and chicken and nothing else,
👍,
Awesome,
Tasty,
,
جيد,
Noce,
thanks for your service,
"Very bad , taking money without any service, I’m very upset",
very good,
Bb,
Great,
The food was very bad i dont think i will order again,
Food was pretty good,
Very bad taste will not order again.,
Samosa Chana Chat was not delivered. Food took over an hour to arrive and was cold.,
"I was impressed with how fast my order arrived, I felt I got great quality for the amount I paid",
"Brilliant , Food quality was good compared to the price",
"The food was absolutely garbage. In fact putrid, couldn’t eat a bite and had to throw away the full order after my first bite. Will never ever order from them. I have a picture of the food Even the food served to workers in camps is better.",
"I felt I got great quality for the amount I paid, Food was delicious and surpassed my expectations",
"I felt I got great quality for the amount I paid, The food packaging was perfect",
Food quality was good compared to the price,
"Chicken portion was really small, the sauce was sweet, no portion of chicken breast I found skin in the chicken, impossible to eat",
Too much sugar in the dishes,
Food is delicious and well packed.,
Very Tasty Food,
Great food 👌,
Quality of food not up to the standerd,
The food stated ut will take 40 min and i ended up waitinv for over an hour,
,
No drinks were delivered wiht my order.,
Frish and yammy,
Drink was missing from order,
N/A,
I asked for a cola and extra fries and it was missing,
Delivered wrong order,
The food was amazing! 10/10,
"The food packaging was perfect, I was impressed with how fast my order arrived",
,
Didnt add cheese on my burger,
Excellent!,
It has been 1 hour ans the food hasnt arribed,
The salad delivered without the souce,
"Amazing taste , amazing servise :)",
"Food was bad, shrips were so little. The bread like rock its so hard.",
I ordered quinoa chicken salad but it was of low quality not worth the price,
Missing item always,
Very good,
The packing and presentation of the food is soo poor for the money I paid. It looks like those sandwiches from a supermarket.,
"The salad dressing is missing, the salad was dry and taste less different than my previous orders",
The olives in the salad were wrotten already,
love it.,
my order was not what i ordered.. I recieved completely wrong order.,
Where is the extra butter and syrup i asked for ?? The dish is for two person !!,
البانكيك لذيذ جدا بصراحه اخيرا بانكيك لذيذ فالسلطنه ب سعر معقول جدا وكميه كبيره اتمنى ما يتغير الطعم very tasty pancakes keep it up please,
"The food packaging was perfect, I was impressed with how fast my order arrived, I felt I got great quality for the amount I paid, Food was delicious and surpassed my expectations",
"The food packaging was perfect, I was impressed with how fast my order arrived, I felt I got great quality for the amount I paid, Food was delicious and surpassed my expectations",
"I felt I got great quality for the amount I paid, Food was delicious and surpassed my expectations, The food packaging was perfect, I was impressed with how fast my order arrived",
The salad delivered without the souce,
"Amazing taste , amazing servise :)",
"Food was bad, shrips were so little. The bread like rock its so hard.",
I ordered quinoa chicken salad but it was of low quality not worth the price,
Missing item always,
Very good,
The packing and presentation of the food is soo poor for the money I paid. It looks like those sandwiches from a supermarket.,
"The salad dressing is missing, the salad was dry and taste less different than my previous orders",
The olives in the salad were wrotten already,
love it.,
my order was not what i ordered.. I recieved completely wrong order.,
Where is the extra butter and syrup i asked for ?? The dish is for two person !!,
البانكيك لذيذ جدا بصراحه اخيرا بانكيك لذيذ فالسلطنه ب سعر معقول جدا وكميه كبيره اتمنى ما يتغير الطعم very tasty pancakes keep it up please,
"The food packaging was perfect, I was impressed with how fast my order arrived, I felt I got great quality for the amount I paid, Food was delicious and surpassed my expectations",
"The food packaging was perfect, I was impressed with how fast my order arrived, I felt I got great quality for the amount I paid, Food was delicious and surpassed my expectations",
"I felt I got great quality for the amount I paid, Food was delicious and surpassed my expectations, The food packaging was perfect, I was impressed with how fast my order arrived",
👍,
Great food,
Consistently excellent,
Milly cake is delicious but quantity is smaller than before with the same price...الميلي كيك لذييييذ بس الحجم أصغر عن قبل مع نفس السعر,
Food is cooled,
Cake gallery,
I demand a full refund. It took the order two hours to arrive and the help people in support did not provide any support and ended the chat.,
,
I order Ed anchovies  pizza I got mushroom  pizza,
Expensive.,
Amazing 😍,
Fantastic,
Very good,
The besf,
"The food packaging was perfect, I was impressed with how fast my order arrived",
food was delieverd hot and in a good amount of time thank you!,
Very good,
Great food.,
Good,
Ff,
Good,
Good,
"Order was notified that it was delivered, but I didn't receive any",
.,
"I ordered 8 pieces plain 
4 pieces nutella 
8 pieces lotus,, but I recieved only 3 pieces plain, 7 pieces nutella and the reat lotus!",
Thanks,
😍,
Wrong order delivered,
Thanks a lot,
Chicken was not cooked well and was hard,
🔥,
🙏,
🔥,
STOP CONFIRMING UNLESS RECEIVING THE ORDER,
Good,
"The best pasta with meatballs, even though meatballs are not balls. Taste is good♥️",
great,
Not same picture !,
ل,
ممتاز,
Good man,
👏🏼,
No cutlery were provided with the order so i was not able to eat it,
Good,
The foods quality os so bad,
Good,
food was freezing cold and took over one and half hour,
"The food arrived cold, and i could not eat it. It took talabat 2 hours to deliver. I ordered at 12, and got my food at 2. Very dissapointing service",
Ok,
مره ممتاز بس التاخير شوي كان,
Good,
.,
Best sliders in town!!!,
Great,
"Got missing itram 
There was no midnight slider 
There was no extra chicken patty",
لذدذيذ,
I received wrong order,
البرغر ضغير جدااااااا,
Food was deliverd cold,
,
Good,
Order not delivered,
Best burger,
"The Punch Bag Burger was extremely spicy (a lot of black pepper + extremely hot sauce) , without mentioning this burger is spicy .
not wealthy of the price.",
لذيذذذذذذذ,
👍,
The best,
ordered for 6 OMR but 2 0mr offer is not  applied,
Wrong order delivered,
الاكل لذيذ ياليت تزيدوا اطباق اكثر,
ممتاز,
كان الأكل لذيذ جداً وفاق توقعاتي,
كان الأكل لذيذ جداً وفاق توقعاتي,
الطلب كله خطاء ياخي اذا ماتعرفوا تعملوا طلب سكروا مطعمكم ، الأكل للاسف شي جدا لا انصح به,
كان الأكل لذيذ جداً وفاق توقعاتي,
ممتاز,
Food was as usual great!,
يتأخر😭😂,
Deleicous,
Yummy,
,
,
The jaffar sandwiched chicken was hard and felt old looks like it was ready long time ago and was just heated and deleverd,
Excellent,
رائع,
جيد,
جميل,
الطلب ناقص,
I relly loved it its tassty 🤍🤍🤍🤍 good choice for for chocing this resturant,
,
فنان انته👌👌👌👌👌👌👌👌💕,
ا,
Bad,
Good as always,
A wrong item delivered to me and no correction action was taken :(,
حيد جدا,
X,
"Don't recommend, my order not fresh at all",
Great,
Food was delicious and surpassed my expectations,
Delivefed well over an hour after ordering,
I felt I got great quality for the amount I paid,
There was  alot of oil on the rice almost one cup,
الاسف الاكل القيمة للي دفعين فيه ما يستاهله قيمة الاكل ما تتعد ريالين وحسب الله ونعم الوكيل,
"Drinks was not added unfortunately but the meal was there and the talabat operator apologized and the drinks amount will be returned back within 24 hours , The food packaging was perfect",
"Food was delicious and surpassed my expectations, I felt I got great quality for the amount I paid",
sweet chilli patato was too sweet n it was not good at all where as briyani was awesome,
The prawns i ordered were not fresh at all! It was hars to eat,
I felt I got great quality for the amount I paid,
ممتاز,
Great,
ممتاز,
Very excelent. Made a mistake in my order and hit a phone call to cofirm if I was mistaken or not.,
😋,
(,
جميل,
رهيب😍,
🤍,
ه,
,
شكراً,
ممتاز,
منظر برحر كبير في واقع صغيره,
Good quailty but a bit expensive,
,
👍🏻,
شكرا,
رائع,
The best,
good but low quantity,
ممتاز,
روووعة,
👍,
"The kunafa it was bad , chess with bad tast , cold and the bakage with out spon or frok . Its not 1st time loke that , i though previously it was by mistak but the recurrent missing and bad tast goven us enough idea",
ممتاز,
They did not put sugar syrup in the item,
بدون ملاعق,
Perfect,
شكرا,
Great service,
"On time , good service",
شكرا  كثيررررررررر,
Very good,
Good,
The order arrived messy. Rider explained that the car jumped a hump and the box fell.,
ً,
❤️,
لا توجد ملاعق,
ok,
Delicious and fresh👌,
ممتاز,
اكلهم طيب,
الاكل ما كان فنان,
جميل,
,
😍,
لذاذه,
التاخير كان كثيرا,
Food was too salty,
The food was good,
G,
,
It resive on time,
Friendly,
Rider waited for me outside and didn't come to my door apartment,
رائع,
شكرا جزيلا,
شكرا جزيلاً,
The food was delicious and great,
,
سي,
O,
Very goooood.. thanks,
💖,
لم يعجبني,
Bad,
Tge coffee was cold,
Amazing coffee as usual,
Awsem,
Good quality coffee.,
👌🏼,
Excellent service.,
رائع,
Excllent,
The cappuccino was delicious but it didn’t have foam,
"the order is wrong , I ordered my coffee in a bottle but I got it in a normal plastic cup!",
طالبه شي وجايبن لي شي ثاني ... لا تجيبو شي لزبون من مخكم,
Packaging different than what I ordered im so disappointed 😢,
Order not received,
"My order wasn’t packed properly, Delivery speed was as expected",
The food packaging was perfect,
nothing,
Did not give what I ordered-not decaf,
I was impressed with how fast my order arrived,
Thank you well packed and fast delivered,
Good,
It was Amaising 😍,
شكرا,
الطلب لم يصل لي ، اذا ممكن يصل لي بأقرب وقت,
شكرا,
سريع,
Have a good tretment,
غالي المطعم,
😍😍,
the Thermos is not the same as in the picture in size and colour,
😍,
"Cookies were cold and stale, not tasty at all",
الكثير من قشار البيض في كل قطعة,
،,
طعم لذيذ بس الاسعار غاليه شوي,
"Very poor 
Not arrived",
شكرا طلبات لكن حبات الكوكيز باردة نحبها ساخنة,
Perfect,
ا,
Good,
ممتاز,
"I gelato was nice, but the kunafa cheesecake tastes so bad!! I dont think thats even cheese, the kunafa tastes plasticy, the pistachio sauce on top tastes soooo fake and just bad in my opinion and it had some kind of sweet liquid in the bottom thats filled with imitation flavouring that font taste like what theyre supposed to. Really bad quality cheesecake!",
ممتاز,
ممتاز,
Im paying for Acai bowl. The making of the bowl has changed recently and now its much less acai and granola and more banana to fill the bowl.,
♥️,
thank you,
It wasnt like before fresh &amp; hot. I recieved it cold &amp; there is no enough cheese inside,
"Paratha are nice, croissants came dry",
Tasty,
جيد جدا,
I. Ordered hot coffee but recievied very cold,
good,
NA,
cold kark!! waste of time and money,
good,
شك,
Good,
Excellent coffeee and croissants,
الكافيه جيدا جدا,
ممياز,
Upset,
Plz send the missing item now/ its mohalabiya nutella,
Great service,
Friendly,
الاكل لم يكن كما توقعت  كان سئ للغاية,
Ordered 2 mutabal and only got 1 piece of bread,
طلبت تبولة وكان الطلب اقل من عادي، تعودت على مستوى افضل من هالمطعم,
لذيذ,
The hummus with meat was full of olive oil and so heavy to eat,
I saw somthing in my food its so bad,
Raw chicken,
ممتاز,
لذيذ,
Grill was overcooked &amp; cold,
Good,
,
ات,
Very good,
اللحم بالعجين عجيب😋,
يرجى الالتزام باحضار فكّه في حالة الدفع نقداً.,
Took more than our to deliver.,
I loved.... mango chicken salad. Yesterday my dinner was there. Thanks ❤️,
Very pricy,
don't order from them,
Fabulous,
3 persons bowl biryani is just 2 bowls of biryani combined.,
السعر غالي جدًا,
Grezt,
Great,
يوجد شيء ناقص كالعاده,
the food was excellent but expensive and little .,
Does not taste like indian food much,
Bad chicken curry . Quality of curry getting bad versus previously,
,
food very expensive and the quantity little,
,
Very good but very expensive,
"Very bad goan fish curry , am frequent customer from ramazaan and did not expect this . Bad fish .",
جيد,
Good,
Very good,
Good food,
جيد,
جميل,
Quarter fried chicken seasoned a good amount of salt. I liked it!,
يجب تقليل الاسعار وطهي الاكل طازج وليس مثلج,
awesome food,
طلبت شوارما وجابولي ساندويج دجاج عادي,
🥺,
Midum wuality,
...,
م شي,
"I asked you to not put cucomber with youghourt 
Also i orderer fanta strawberry not cola",
The fries was cold as ice and the salad was without any sauce!!,
ا,
عصير ليمون نعناع لا طعم فيه فقط ماء وسكر,
كان الأكل لذيذ جداً وفاق توقعاتي,
Best meat shwa in muscat I had tried till now ..please keep the quality of your orders hope next time quality will be the same or better . Thanks,
Food was coooold,
Average. Don't have enough side dishes. Only one small tomato chutney and onesalad delivered with one half and quarter Mandi,
Great portion great value for Money,
وين طلب,
الأكل كان ممكن يكون أفضل,
"Their chicken is better than their beef, a bit too sweet for my palet when it comes to savory food",
"The WD fries was pretty good. The beef burger i ordered wasnt that great tbh, tasted bland to me. I think their chicken beats their beef.",
The  best ever,
Very nice,
جيد,
.,
شكرا على القسيمه,
اكثر من رائع,
طلبت تكه لحم وصلني كباب,
اوكي,
He asked me to send the payment amount to his bank account instead of getting me change of 50OMR (as I asked to pay in cash),
.,
☺️,
I orderit without tomato,
Ery good,
لا يهتموا بالملاحظات والاكل باااااارد وغير لذيذ,
شكرا,
شكرا,
Excellent,
Food was too cold,
الشاورما وصلتني باردة جدًا,
الطعام كان مراً,
ممتاز,
"below average taste, lamb kebab taste like chicken
overpriced looking at portion size and taste",
ممناز,
Good,
The salad delivered without the souce,
"Amazing taste , amazing servise :)",
"Food was bad, shrips were so little. The bread like rock its so hard.",
I ordered quinoa chicken salad but it was of low quality not worth the price,
Missing item always,
Very good,
The packing and presentation of the food is soo poor for the money I paid. It looks like those sandwiches from a supermarket.,
الاكل ما حلو وتغليف الاكل مب حلو,
"The salad dressing is missing, the salad was dry and taste less different than my previous orders",
جيده,
The olives in the salad were wrotten already,
love it.,
الأكل لذيذ جدا,
my order was not what i ordered.. I recieved completely wrong order.,
Where is the extra butter and syrup i asked for ?? The dish is for two person !!,
البانكيك لذيذ جدا بصراحه اخيرا بانكيك لذيذ فالسلطنه ب سعر معقول جدا وكميه كبيره اتمنى ما يتغير الطعم very tasty pancakes keep it up please,
"The food packaging was perfect, I was impressed with how fast my order arrived, I felt I got great quality for the amount I paid, Food was delicious and surpassed my expectations",
"The food packaging was perfect, I was impressed with how fast my order arrived, I felt I got great quality for the amount I paid, Food was delicious and surpassed my expectations",
"السلطة مكتوب فيها خس وولاسف حاطين ملفوف مكان الخس ولايوجد فيها خس نهائي كلها ملفوف سئ جدا جدا, طلبي وصل بوقت أسرع من المعتاد",
"I felt I got great quality for the amount I paid, Food was delicious and surpassed my expectations, The food packaging was perfect, I was impressed with how fast my order arrived",
جيد جدا,
لا ملاعق لا تيشو والاكل ب ٧ وجبه مكرونا مبالغ فيه,
👍,
Great food,
Consistently excellent,
Milly cake is delicious but quantity is smaller than before with the same price...الميلي كيك لذييييذ بس الحجم أصغر عن قبل مع نفس السعر,
Food is cooled,
Cake gallery,
I demand a full refund. It took the order two hours to arrive and the help people in support did not provide any support and ended the chat.,
,
I order Ed anchovies  pizza I got mushroom  pizza,
Expensive.,
Amazing 😍,
Fantastic,
Very good,
,
,
الاكل حلو لكن بارد,
The besf,
"The food packaging was perfect, I was impressed with how fast my order arrived",
تجربة فاشلة - الاكل جداً بارد,
food was delieverd hot and in a good amount of time thank you!,
ممتاز,
Very good,
,
ممتاز,
ممتاز,
ت,
Great food.,
Good,
Ff,
Good,
Good,
ممتاز,
"Order was notified that it was delivered, but I didn't receive any",
ممتاز,
المندازي لذذذذذذيذ ووصل الاكل حااار شكرا من القلب,
.,
"I ordered 8 pieces plain 
4 pieces nutella 
8 pieces lotus,, but I recieved only 3 pieces plain, 7 pieces nutella and the reat lotus!",
ممتاز,
Thanks,
😍,
ل,
Great manaeesh,
Awesome,
طلبت الاكل للمره الثانيه و لقيت فيه شعررررررررر 🤢 داخل الفطيره مش برعع!,
Great work!,
Great,
لا,
Wrong order delivered,
Tase was so bad and not as usual,
وين هديه اللي ممكن اخصل علبها بسب التاخير,
جيد,
If cheese was less salty it will be better.,
Excellent taste n packaging,
طلبت نقانق وجابولي لي لحم !!!!!!!!!!! سلامااااااات!!!!!,
the rider was very kind,
My drink was missing??!! I did't get it!,
Price is over ..,
Good,
I ordered falafel but no falafel inside only vegetables,
😍👌🏼💯,
شكرا,
Something wrong in the order. I dont want to exactly mention here but they should be careful !!,
