,Text_y,Label
464,"['please', 'sure', 'order', 'bringing', 'coz', 'items', 'get', 'forgotten']",-1
466,"['please', 'make', 'sure', 'include', 'spoon']",-1
468,"['please', 'next', 'time', 'give', 'us', 'spoons']",-1
469,"['pls', 'talabat', 'guy', 'return', 'change', 'pay', 'rials', 'come', 'back', 'help', 'want', 'complain']",-1
470,"['pompt', 'professional']",1
471,"['popcorn', 'fresh']",-1
472,"['pour', 'coffee']",-1
473,['prefect'],1
474,['quick'],1
476,"['really', 'delicious', 'flavorful', 'food', 'loved', 'kebab', 'mutabal', 'hummus', 'ouzi']",1
477,"['really', 'delicious', 'worth', 'every', 'calorie']",1
478,"['really', 'great', 'new', 'experience', 'everything', 'tried', 'nice', 'worthy', 'try']",1
479,"['really', 'liked', 'burger', 'ill', 'order', 'sure']",1
480,"['really', 'respectful', 'person']",1
481,"['realy', 'im', 'angri', 'much', 'waithing', 'damage', 'things', 'talabat', 'like']",-1
482,"['requested', 'tamria', 'subar', 'instead', 'white', 'sauce', 'considered', 'request', 'informed', 'request', 'considered']",-1
483,"['rider', 'behavior', 'nice', 'professional']",-1
484,"['rider', 'annoying']",-1
485,"['rider', 'completly', 'unprofessional', 'accurate', 'tracking', 'drive', 'recieve', 'order', 'time', 'handling', 'multiple', 'orders']",-1
486,"['rider', 'lazy', 'didnt', 'want', 'deliver', 'door', 'instead', 'asked', 'look', 'street', 'might', 'well', 'get', 'car', 'get', 'drive']",-1
487,"['rider', 'went', 'complete', 'orders', 'wanted', 'bubble', 'tea', 'ice', 'would', 'got', 'rather', 'frappe', 'also', 'bubble', 'tea', 'hot', 'point', 'riders', 'complete', 'one', 'order', 'making', 'orders']",-1
489,"['said', 'saif', 'saif', 'said', 'working', 'ushk', 'super', 'excellent', 'friendly', 'helpful', 'always', 'order', 'form', 'ushk']",1
490,"['salad', 'little', 'soggy', 'sandwishes', 'checken', 'delicious']",1
491,['satisfied'],1
492,"['satisfied', 'happy', 'customer']",1
493,"['sent', 'order', 'wrong', 'home', 'even', 'though', 'right', 'front', 'house', 'aked', 'come', 'gives', 'order', 'neighbor', 'opposite', 'house']",-1
494,"['shawerma', 'much', 'salty', 'much', 'garlic', 'sauce', 'requested', 'food', 'quality', 'definitely', 'improved']",-1
495,"['shishbarak', 'delicious', 'mezza', 'packaging', 'food', 'beautiful', 'appetizing', 'thank', 'enab']",1
496,"['check', 'special', 'requests']",-1
497,"['significant', 'improvement']",1
498,"['simply', 'best', 'donuts']",1
499,"['since', 'months', 'food', 'isnt', 'delicious', 'anymore', 'great', 'food', 'really', 'disappointing', 'tasteless', 'minimum', 'sauce', 'really', 'pity', 'chef', 'replaced']",-1
500,"['since', 'charging', 'omr', 'per', 'pancake', 'please', 'work', 'packaging', 'received', 'pancake', 'open', 'takes', 'sticker', 'ensure', 'food', 'arrives', 'fresh', 'warm', 'wish', 'attach', 'photo', 'app']",-1
501,"['small', 'burger']",-1
502,"['small', 'portion', 'grilled', 'potatoes', 'price', 'bz']",-1
503,"['fast', 'nice']",1
504,['good'],1
505,['goood'],1
506,['nicd'],1
507,['quick'],1
508,['sad'],1
509,"['soft', 'kunafa', 'crispy']",-1
510,"['kind', 'porridge', 'dough', 'expected', 'lot']",-1
511,"['sooo', 'tasty']",1
513,['super'],1
514,"['super', 'good', 'nice']",1
515,"['super', 'good', 'nice']",1
516,"['super', 'good', 'service']",1
517,"['super', 'tasty']",1
518,"['super', 'fast', 'melted', 'fudge', 'sauce', 'still', 'hot']",1
519,['superb'],1
520,['superb'],1
521,"['supposed', 'chicken', 'salad', 'pieces', 'salad']",-1
523,"['talabat', 'amazing']",1
524,"['talabat', 'amazing']",1
525,"['talabat', 'best', 'way', 'place', 'order']",1
526,"['taste', 'really', 'good', 'first', 'time', 'try', 'new', 'flavor']",1
527,"['taste', 'bland']",-1
528,['tasty'],1
529,"['tasty', 'burgers', 'generous', 'portion']",1
530,"['terribe', 'service', 'food', 'told', 'wait', 'almost', 'mins', 'still', 'havent', 'received']",-1
531,"['testy', 'food']",1
535,"['thank', 'enab', 'bringing', 'taste', 'beirut', 'dinner', 'table', 'mezzas', 'grills', 'soo', 'delicious']",1
536,"['thank', 'ignoring', 'note']",1
542,"['thay', 'change', 'ice', 'creem']",-1
543,"['baffalo', 'wings', 'awosome']",1
544,"['bedt', 'sandwich', 'ever', 'intier', 'life', 'love', 'much']",1
545,"['beef', 'smell', 'bad']",-1
546,['best'],1
547,"['best', 'cappuccino', 'youll', 'ever']",1
548,"['best', 'stuffed', 'fries']",1
549,"['best', 'iced', 'tea', 'ever', 'tasted']",1
550,"['best', 'loaves', 'bread']",1
551,"['best', 'best', 'ordered', 'dss', 'shakes', 'recommend', 'pistachio', 'cookies', 'n', 'cream', 'blueberry', 'strawberry', 'milkshakesss', 'fam', 'enjoyeddd']",1
552,"['best', 'pizza', 'place', 'oman']",1
553,"['best', 'thai', 'resturant', 'always', 'requests', 'always', 'tastes', 'good', 'easily', 'fav', 'noodles']",1
554,"['best', 'food', 'delicious', 'well', 'done', 'keep']",1
555,"['bite', 'little', 'hard', 'cold', 'fresh']",-1
556,"['bread', 'fresh', 'breaks', 'unwrapping', 'wrapping', 'papers', 'sticked', 'bread']",-1
557,"['bread', 'stale', 'dry', 'hard', 'couldnt', 'even', 'cut', 'bread', 'knife', 'rials', 'small', 'loaf', 'expect', 'better', 'talabat', 'least', 'gave', 'refund', 'bread', 'inedible', 'try', 'last', 'time', 'previously', 'bread', 'fresh', 'bad', 'theyve', 'lost', 'good', 'customer']",-1
558,"['burger', 'really', 'good', 'however', 'curely', 'fries', 'pieces', 'lot', 'chiken', 'tenders', 'cooked', 'hope', 'add', 'fries']",-1
559,"['cake', 'really', 'old', 'taste', 'good', 'im', 'really', 'dissappinted']",-1
560,"['cheesecake', 'small', 'expensive']",-1
561,"['chicken', 'burger', 'fully', 'cooked', 'write', 'reviews', 'orders', 'one', 'takes', 'consideration']",-1
562,"['chicken', 'cooked', 'well', 'still', 'row']",-1
563,"['coffee', 'came', 'cold']",-1
564,"['coffee', 'really', 'bad', 'sweet', 'tastes', 'like', 'mango', 'milkshake', 'would', 'like', 'another', 'one', 'refund']",-1
565,"['coffee', 'hot', 'order', 'cold', 'coffee']",-1
566,"['cookies', 'fresh', 'bad']",-1
567,"['cookies', 'average', 'recommend']",-1
568,"['corn', 'used', 'changed', 'doesnt', 'taste', 'good']",-1
569,"['delivered', 'dounuts', 'bad', 'situation', 'box', 'opened', 'dounuts', 'mess']",-1
570,"['drink', 'missing', 'order', 'one']",-1
571,"['fiod', 'tasty', 'ni', 'lamb', 'chops', 'mixed', 'grill']",-1
572,"['first', 'time', 'enjoyed', 'real', 'fresh', 'ingredientsmade', 'pizza', 'perfext', 'thank']",1
573,"['food', 'arrived', 'cold', 'crepe', 'leathery', 'texture', 'cold', 'smoothie', 'cold', 'enough']",-1
574,"['food', 'good', 'like', 'want', 'asked', 'make', 'plain', 'extra', 'stuff']",-1
575,"['food', 'good', 'however', 'couldve', 'added', 'veg', 'options', 'plus', 'called', 'cheese', 'fries', 'please', 'put', 'good', 'amount', 'cheese']",-1
576,"['food', 'fresh', 'tastes', 'though', 'reheated', 'ive', 'throw', 'chicken', 'away', 'altogether', 'lamb', 'chops', 'also', 'obviously', 'reheated', 'second', 'time', 'chicken', 'tasted', 'bad', 'place', 'would', 'like', 'refund', 'wont', 'ordering', 'place']",-1
577,"['food', 'like', 'usual', 'order', 'things', 'fhey', 'gave', 'sauce', 'order']",-1
578,"['food', 'tasty']",1
579,"['food', 'tasty']",1
580,"['food', 'delicious']",-1
581,"['food', 'packaging', 'perfect']",1
582,"['food', 'packaging', 'perfect', 'impressed', 'fast', 'order', 'arrived', 'felt', 'got', 'great', 'quality', 'amount', 'paid', 'food', 'delicious', 'surpassed', 'expectations']",1
585,"['food', 'tasty']",-1
586,"['food', 'salty']",-1
587,"['food', 'delcious', 'tasty']",1
588,"['food', 'dry', 'tough', 'fresh', 'enjoy']",-1
589,"['food', 'super', 'yummy']",1
590,"['food', 'tasty']",1
591,"['food', 'nice']",1
592,"['food', 'perfect', 'brouni', 'balance', 'long', 'time', 'brouni', 'strongly', 'recommended']",1
593,"['freekeh', 'imsakhan', 'rolls', 'yummy']",1
594,"['froasted', 'cream', 'tastes', 'bad', 'usual', 'used', 'better', 'sauce', 'cream']",-1
595,"['garlic', 'edamame', 'sooo', 'good']",1
596,"['guy', 'made', 'starbucks', 'get', 'raise', 'lad', 'really']",1
597,"['ice', 'cresm', 'melted']",-1
598,"['item', 'recived', 'wrong']",-1
599,"['item', 'closed', 'well', 'fell', 'bad', 'inside']",-1
600,"['items', 'prices', 'higher', 'talabat', 'real', 'menu']",-1
601,"['keto', 'carrot', 'cake', 'disappointment', 'much', 'fondant', 'icing', 'small', 'portion', 'tasted', 'artificial']",-1
602,"['koushari', 'best']",1
603,"['kunafa', 'cold', 'oily', 'syrup', 'little', 'waffles', 'rubbery', 'bad']",-1
604,"['kunafa', 'hot', 'good', 'tasty', 'waffle', 'also', 'delicious', 'full', 'nuttela', 'fruits']",1
605,"['meal', 'toasted', 'enough', 'mentioned', 'order']",-1
606,"['meat', 'good', 'full', 'fat', 'couldnt', 'eat']",-1
607,"['order', 'came', 'different', 'usual', 'salad', 'less', 'disapointing']",-1
608,"['order', 'didnt', 'arrive', 'nobody', 'confirmed', 'anything']",-1
611,"['package', 'open', 'without', 'seal']",-1
612,"['packaging', 'good', 'dolma', 'toooo', 'salty', 'samosa', 'overpriced']",-1
614,"['pizza', 'properly', 'cooked']",-1
615,"['portion', 'price', 'shockingky', 'small']",-1
616,"['portion', 'worth', 'value']",-1
617,"['rating', 'restaurant', 'talabat', 'inaccurate', 'misleading', 'food', 'extreemly', 'poor', 'cold', 'poorly', 'cooled']",-1
618,"['rice', 'cooked']",-1
619,"['rider', 'clearly', 'follow', 'told', 'bad', 'experience']",-1
620,"['rider', 'didnt', 'give', 'right', 'amount', 'change', 'back', 'gave', 'half']",-1
621,"['rider', 'perfect']",1
622,"['rider', 'literally', 'texted', 'hurry', 'need', 'go', 'another', 'order', 'pick', 'asked', 'wait', 'seconds']",-1
623,"['rider', 'quick', 'polite', 'thank']",1
624,"['saffron', 'cake', 'dry', 'milk', 'san', 'sebastian', 'soggy']",-1
625,"['salad', 'bad', 'spicy']",-1
626,"['salted', 'lassi', 'drink', 'tasted', 'smelled', 'bad', 'extreamly', 'un', 'bearable', 'taste', 'like', 'rotten', 'please', 'check', 'salted', 'lassi', 'could', 'expired']",-1
627,"['seafood', 'cooked', 'prawns', 'lobster']",-1
628,"['server', 'called', 'clarify', 'order', 'thrilled']",-1
629,"['shawarma', 'smells', 'really', 'bad']",-1
630,"['shawarma', 'good', 'also', 'falafel', 'good', 'thanks']",1
631,"['singaporean', 'fried', 'rice', 'oily']",-1
632,"['slice', 'heaven', 'soooo', 'good']",1
633,"['souce', 'missing', 'meal', 'also', 'frid', 'rice', 'supose', 'coke', 'vegetable', 'vegetable', 'quantity', 'less', 'expect', 'comparing', 'price']",-1
634,"['special', 'requests', 'followed', 'skinned', 'milk', 'cutlery', 'even', 'mentioning']",-1
635,"['taste', 'weird', 'vines', 'leaves', 'thought', 'would', 'better', 'need', 'improvement']",-1
636,"['taste', 'cheese', 'bad']",-1
637,"['taste', 'kunafa', 'good', 'usual', 'doesnt', 'taste', 'fresh']",-1
638,"['ultimate', 'fries', 'came', 'without', 'beef']",-1
639,"['worst', 'chopsuey', 'ive', 'far', 'tastes', 'like', 'plastic']",-1
640,"['wrong', 'item', 'given', 'paied', 'extra', 'fries', 'one', 'fries']",-1
641,"['wrong', 'order', 'delivered']",-1
642,"['spoon', 'order']",-1
643,"['stapler', 'wire', 'food']",-1
644,"['delivey', 'option', 'remove', 'feedback', 'pleasr']",-1
645,"['way', 'paid', 'much', 'half', 'sandwish']",-1
646,"['added', 'mayo', 'sandwich', 'without', 'request']",-1
647,"['added', 'mayo', 'sandwich', 'without', 'request']",-1
648,"['always', 'ignore', 'special', 'tequest', 'garlic', 'souce']",-1
649,"['come', 'time']",1
650,"['completely', 'ignored', 'special', 'request', 'regards', 'seasoning', 'croque', 'madame']",-1
651,"['completely', 'ignored', 'special', 'request', 'regards', 'seasoning', 'croque', 'madame']",-1
652,"['put', 'tissue', 'fork', 'order']",-1
654,"['didnt', 'even', 'put', 'oven', 'cold', 'like', 'ice']",-1
655,"['didnt', 'pay', 'attention', 'message', 'even', 'small', 'request']",-1
656,"['dliver', 'wrong', 'item']",-1
657,"['followed', 'instruction', 'order', 'corectly']",1
658,"['forget', 'send', 'shawarma', 'sauce', 'tarator']",-1
659,"['forgot', 'drink']",-1
660,"['gave', 'wrong', 'chips', 'ordered', 'tomato', 'chips', 'got', 'lemon', 'chili', 'one', 'dont', 'like']",-1
661,"['ignored', 'note', 'acceptable']",-1
662,"['improve', 'quality', 'looked', 'good', 'rd', 'streetif', 'improve', 'bit', 'would', 'good']",-1
663,"['keep', 'forgtting', 'put', 'differnt', 'names', 'meals', 'paper', 'always', 'end', 'eating', 'meal']",-1
664,"['keep', 'forgtting', 'put', 'differnt', 'names', 'meals', 'paper', 'always', 'end', 'eating', 'meal']",-1
665,"['miss', 'special', 'request']",-1
666,"['said', 'minit', 'take', 'hour', 'show', 'delverat', 'one', 'hour', 'poor', 'service']",-1
667,"['took', 'money', 'didnt', 'add', 'frinch', 'fries', 'order', 'want', 'money', 'frinch', 'fries', 'back', 'today']",-1
668,"['petite', 'four', 'food', 'quality', 'definitely', 'improved', 'wasnt', 'great', 'value', 'money']",-1
669,"['second', 'time', 'missing', 'item', 'last', 'pizza', 'cold']",-1
670,"['bad', 'asked', 'two', 'nutella', 'two', 'pistachio', 'cookies', 'abd', 'go', 'pistachio', 'lava', 'cake', 'joke', 'jt', 'looks', 'nothing', 'lkke', 'picture', 'cold']",-1
671,"['restaurant', 'bad', 'food', 'chicken', 'fresh', 'amp', 'old', 'chicken']",-1
672,"['bad', 'restorant']",-1
673,"['till', 'best', 'mexican', 'food', 'keep']",1
674,"['tiny', 'portions']",-1
675,"['tiny', 'tastless', 'chicken', 'burger', 'dont', 'recommend']",-1
677,"['tom', 'yum', 'good', 'usual']",-1
678,"['expensive', 'food']",-1
679,"['much', 'bread', 'enough', 'filling', 'half', 'shawarma', 'fries']",-1
680,"['much', 'sugar']",-1
681,['salty'],-1
682,"['top', 'resturant']",1
683,"['try', 'nice']",-1
684,"['two', 'simple', 'requests', 'ignored', 'cafe', 'bateel']",-1
686,"['u', 'forgotten', 'pizza', 'didnt', 'take', 'order', 'please', 'send', 'wont', 'order']",-1
687,"['unexpected', 'food', 'quality', 'daal', 'watery', 'lentil', 'seen', 'requested', 'spicy', 'food', 'spicy', 'kids', 'couldnt', 'eat']",-1
688,"['ushk', 'cake', 'delicious', 'priced']",-1
690,"['v', 'hood']",1
692,"['ver', 'bad']",-1
693,"['ver', 'bad']",-1
694,"['verey', 'good']",1
695,"['vert', 'nice', 'taste', 'perfect']",1
696,"['bad', 'food', 'money', 'waste', 'fresh', 'chicken', 'taste']",-1
697,"['bad', 'tast', 'wasnt', 'well', 'done', 'fries', 'cold', 'hot', 'sticky', 'like', 'yesterdays', 'menu']",-1
698,['baddddd'],-1
699,"['cold', 'take', 'mote', 'one', 'hour', 'deliver']",-1
700,['delicious'],1
701,"['disappointed', 'donuts']",-1
702,['fast'],1
703,"['fast', 'friendly', 'guy']",1
704,['fast'],1
705,"['fast', 'love']",1
706,['good'],1
707,"['good', 'chicken', 'shawarmas']",1
708,"['good', 'food']",1
709,"['good', 'food', 'quality']",1
710,"['good', 'food']",1
711,"['good', 'order']",1
712,"['good', 'recommend', 'ordering', 'popcorn']",1
713,"['good', 'service', 'bread', 'le', 'petit', 'paris', 'amazing']",1
714,['good'],1
715,"['humble', 'guy', 'hardworking', 'found', 'house', 'phone', 'switched', 'mashaallaah', 'humble', 'guy', 'big']",1
716,['nice'],1
717,['nice'],1
718,"['nice', 'coffee', 'one', 'best', 'cappacinoe', 'ever', 'tried']",1
719,"['nice', 'food']",1
720,"['nice', 'food']",1
721,"['nice', 'food', 'thank', 'u']",1
722,['nice'],1
723,['pad'],-1
724,['sour'],-1
725,['spicy'],-1
726,['tasty'],1
727,"['waited', 'two', 'hours', 'restaurant', 'decided', 'cancel', 'order']",-1
728,"['cery', 'bad', 'improve', 'please']",-1
729,"['fast', 'thanks']",1
730,"['waste', 'money']",-1
731,['waw'],1
732,"['didnt', 'get', 'food']",-1
733,"['ordered', 'mini', 'campeche', 'quesadillas', 'always', 'could', 'eat', 'time', 'bbq', 'sauce', 'top', 'never', 'put', 'top', 'tasted', 'awful']",-1
734,"['thought', 'order', 'come', 'pocket', 'tin', 'came', 'bag']",-1
735,"['welldone', 'improved', 'ways']",1
736,['order'],-1
738,"['never', 'order', 'restaurant']",-1
739,"['without', 'tomato']",-1
740,"['worst', 'food', 'ive', 'life', 'worst', 'juice', 'ever', 'dont', 'know', 'ate']",-1
741,"['worst', 'keto', 'bun', 'ever', 'seen', 'dont', 'order']",-1
742,['wow'],1
743,"['wrong', 'change']",-1
744,"['wrong', 'coffe']",-1
745,"['wrong', 'item', 'please', 'send', 'new']",-1
746,"['wrong', 'order']",-1
747,"['wrong', 'order', 'received']",-1
748,"['wrong', 'order']",-1
749,"['wrong', 'omlette', 'moy', 'crepe']",-1
750,"['wrong', 'omlette', 'moy', 'crepe']",-1
751,['yahooooo'],1
752,['yammi'],1
753,"['yellow', 'cap', 'super', 'pizza']",1
755,['amazing'],1
756,['best'],1
757,['better'],-1
758,"['forgot', 'tissue', 'spoon']",-1
759,"['gave', 'wrong', 'pizza']",-1
760,['yum'],1
761,"['yum', 'foodi']",1
762,"['yummiest', 'croissants', 'san', 'sebastian', 'cheesecake']",1
763,['yummm'],1
764,"['yummy', 'saucy']",1
765,"['yummy', 'food']",1
766,"['yummy', 'food', 'thanks']",1
767,"['yumy', 'yumy']",1
768,['yumyyyyy'],1
