,0
872,🤝
873,اتمنى يكون سريع التوصيل اقل عن نص ساعه
874,Good job
875,استمروا في هذا التعامل المميز
876,Excellent service
877,nice driver
878,-
879,.
880,ممتاز
881,حبيت طريقة تغليف طلبي
882,Awesome
883,amazingly tasteless
884,Missed my drink
885,My Kungpao chicken was made with pranuts instead of cashew nuts and was betu spicy instead of medium spicy
886,Too much oil
887,Ok for service &amp; menu👌
888,Always arrives feesh and delicious
889,"I noted noodle with vegetables, but it came still with it."
890,"Where the F*** is the cutlery, im supposed to eat with the hands or what!? Cheap place"
891,The food was way too oily
892,I canceled my order because it was not delivered at all! For more than an hour and i contacted your team for refund and i was not refunded! So no food and bo money back! That is not acceptable
893,Rider bad behaviour
894,Excellent Chinese food
895,"The chicken platter was way too salty, too much dry Chilli and had small bones. Rest of the dishes were okay, but for the prices we expected better."
896,Great
897,"We love this restaurant, best chinese in town"
898,Map reading skills are not good
899,All great. Thanks
900,We ordered beef &amp; black bean sauce!! No black nean sauce only chili oil with way too many chili that over powered the dish!! Also kumg pau chicken same as beef full of chili oil and chilies so both dishes inedible. Really disappointing.
901,Food too oily
902,Fast
903,تم الغاء الطلب بعد تاكيد استلامته من المحل.. دون اعلامي .. وكنت انتظره لاكثر عن ساعة ونصف
904,لم استلم الطلبيه
905,👍
906,ice cream was melted
907,Gud
908,Forgot one portion
909,melted ice cream
910,Ok
911,بدون ملاعق
912,"Worst experience ever, I took much time to receive the order and the it came without spoons !!"
913,Driver did not wear mask which made me slightly concerned
914,Only got one ice cream
915,good
916,"Amazingggg, by far my favorite ice cream flavor i've ever tried. They also delivered it perfectly fine, it wasn't melted which shocked me and made me really happy."
917,Amazing and refreshing 😍🤩👍
918,My order didn’t arrive within the time I expected
919,The food packaging was perfect
920,I would live to give feedback to Häagen-Dazs that JOJO helped me with me with my order. He is extremely polite and helpful and fixed the problem i had. Truly an employee that deserves appreciation. 🙏🏻 thank you for the prompt service
921,I was impressed with how fast my order arrived
922,They did not get my order right
923,More ice so the ice cream doesnt melt
924,"The food packaging was perfect, I was impressed with how fast my order arrived, I felt I got great quality for the amount I paid, Food was delicious and surpassed my expectations"
925,I have not received my order yet it says delivered
926,Every thing in This resturant is soooo niiiiice 😋
927,الاكل من مطعم سمبريرو لذيذ جدا جدا جدا ونظيف وممتاز ، واشكر القائمين على هذا المطعم المتميز يعطيهم العافيه.
928,ن
929,عمل ممتاز
930,This was the best pasta on talabat but this time it tasted diffrent and chicken was small and  shrunk. i hope they see this review and do something about it
931,Ordering their Beef Fundido might have been the best decision in my life
932,الطعام كان مالح جدا و كثير الزيت 🙅🏻‍♀️
933,👌🏻
934,👍🏼
935,Good food
936,yummy
937,Best mexican food in Muscat
938,The taco was not fresh!!!
939,👍🏻
940,It took almost 2 hour and stil no collect the order
941,Excelkent service and food
942,Good
943,Great Tacos!
944,اكل في المستوى
945,Worst brownie I ever had !
946,Ok
947,Food was toooo dry
948,نوعية لحم الشوارما غير جيدهغير جيده
949,مشاوي بدون حمص او متبل؟! ولا سلطة
950,Pickle is bad
951,ممتاز
952,Good
953,
954,Great
955,Nice
956,Great food
957,We had a missing item in our order
958,١
959,100%
960,Missing item always
961,I recieved wrong item twice from this resturant
962,طلبت عصير وما وصلني !!!!  طلبي ناقص للاسف
963,ممتاز
964,Good
965,I got sick after eating ghis restrant
966,balls
967,Everything was perfect
968,ود الحلال هذا ما مطعم تسوي رفيو يا حبيب قلبي انت باكر الكلاسيكو كيف شابه ؟
969,شكرا في ميزان حسناتكم
970,
971,خههههه تستهبل ؟ تراه ما يوصلوا اكل سلامات كبتن
972,🙂
973,Good
974,V
975,Goo
976,شكرا
977,I felt I got great quality for the amount I paid
978,ما نقص مالٌ من صدقه
979,الأكل كان ممكن يكون أفضل
980,"The food packaging was perfect, I was impressed with how fast my order arrived, I felt I got great quality for the amount I paid, Food was delicious and surpassed my expectations"
981,He sisnt come out if the car and made mw go pick it
982,goo
983,w
984,لذيذ مرة
985,Highly recommended
986,amazing shawarma
987,No
988,No
989,"احلا شاورما بمسقط وجبه العربي ممتازة،،,😋"
990,For the second time items missing
991,طعم خيالي ولا اروع  شاورما اللحمه دمار كتييير طيبة والفاهيتا خيال خيال ماطبيعي اللذاذه
992,Food was delicious and surpassed my expectations
993,Amazing food great quality 😋
994,
995,food is coold
996,سي
997,Nothing
998,ممتاز
999,"سندويشه الفاهينا إدماااااان خيااال كتييييير طيبه 
unbelievably delicious sandwiches"
1000,Amazing food and high quality keep it up 😋
1001,Good
1002,🤩
1003,Good
1004,🤩
1005,Noodles were good and food came quickly
1006,Good
1007,Awesomeness
1008,Frout salad was not good
1009,.
1010,Nice food
1011,Difficult to communicate
1012,Recieved my food in a used burger king bag. Absolute disappointment
1013,best spring rolls in town 😋
1014,No teat in the food
1015,
1016,Deep fried Sesame chicken isn't good
1017,"Just good 
They did not send soya souce and chop sticks with the food 

Thank you"
1018,Food quality was good today as i felt it was tad salty today compared to earlier orders. Hope its a one of incident
1019,Great
1020,
1021,vgood
1022,"Consistent and excellent tasting authentic chinese food as always, keep it up"
1023,Ok
1024,الاكل ناقص
1025,I asked not get bread but it came anyway.
1026,جيد
1027,I was impressed with how fast my order arrived
1028,Ok
1029,دبس الرمّان في الفتوش كان مضاف بطريقة كبيرة، أقترح انه تحطوا الدبس الرمّان في العلبة والواحد يستخدم حسب حاجته
1030,H
1031,They did not add the Humus to the meal!!
1032,عدم التزام بالوقت المحدد في الموقع من المطعم وطلبات
1033,Tracking time changed 3 times and preparing food took long time
1034,Half order
1035,لم استلم الطلب
1036,جيد
1037,Wrong order and missing items
1038,لم تكتمل الطلبية كانت ناقصه
1039,"The food packaging was perfect, I was impressed with how fast my order arrived"
1040,الله لا يبارك فيكم ولا برزقكم على العينات من الاكل اللي تقدموه .. حسبي الله فيكم الله لا يبارك لكم يا رب
1041,ممتاز
1042,"Really poor quality food, so sorry to this reaturaunt get worse and worse every time I order. Consistency level zero"
1043,no comments
1044,Every time same issue. No changes !!!
1045,Goos job
1046,اوك
1047,Very good on time
1048,food is good and the rider is so friendly arrive also on time
1049,The pizza box was not sealed and delivered open!!! No hygene at all
1050,Perfect
1051,Its so kinf
1052,Efficient
1053,ممااز
1054,
1055,Wrong order but im too hungry to complain 😅
1056,the order was not fresh and tast was zero
1057,Goog
1058,Super
1059,لم يعجبني الطعم
1060,All the best
1061,Pizza is perfect very hot abd tasty. But missing tissue  with the order.
1062,Guf
1063,G
1064,ممتاز
1065,No proper response for wrong order
1066,Asked for no ice and it came with ice and the drinks tasted so so watery
1067,So bad
1068,The food packaging was perfect
1069,The food packaging was perfect
1070,"highly recommend the Taro Milk Tea with Pearls. rich and creamy, smooth and dreamy. also, purple.

Two Suggestions : 1) please use better cup holders, they can barely carry the weight of the drinks and I lost a Taro to that. 
2) have the Toppings as an option under the drink we pick so you know what goes into what."
1071,I paid for the pearls but didnt get them !!!! I called the realtor and they said its not their fault bcuz the bill only showed milk tea !!!!
1072,Food was delicious and surpassed my expectations
1073,My order came without toppings even tho i had mentioned in the comments.. Resturant refused to add even tho i said I would pay extra!!
1074,Always late
1075,"The food packaging was perfect, I felt I got great quality for the amount I paid, I was impressed with how fast my order arrived, Food was delicious and surpassed my expectations"
1076,
1077,
1078,"On time , thank you"
1079,The order took around an hour and it was saying it will be delivered in 32 minutes
1080,Hallomi cheeee was missing fm the order which was paid extra for it
1081,👌🏾
1082,ممتاز
1083,The chicken was completly raw in both burgers ! Inedible - never order thid again
1084,Excellent taste
1085,Good
1086,Rider stops multiple places with my food
1087,Food is expensive
1088,Excellent
1089,"Will never order again, food is cery bad and too much sauce"
1090,Food is cold
1091,Fresh and reached on time. tasted great
1092,Very good overall process
1093,"missing peri peri fries, chicken espetada quite poor, seems half portion, all food cold, quite dissapointed"
1094,I called both side and delivred n time
1095,Nandos sent the chicken pineapple skewers but forgot to send the pita bread and salsa that should have come with it
1096,"Well packed, but the corn seems old..."
1097,All was so good
1098,we ordered Americano. Item is not as shown in the picture it was black coffee. there was no sugar given.
1099,The order was placed in wrong location and still disnt recieve my order until now and the things i orders are hot drinks!!!!!
1100,♥️
1101,Good.
1102,نوع الجبن ليس مناسبا
1103,💙💙💙💙💙💙
1104,🤍🤍🤍🤍🤍
1105,i specially ordered low fat milk and my request was totally ignored! the attention to the order that makes the difference !
1106,I received a burnt sandwich and when I complained all I got was 'sorry'
1107,Too much salt in the salted caramel latte!
1108,
1109,ممتاز
1110,القهوه وصلت مختلفه تماماً عن الي توقعته وعن الصوره والطعم ابداً مش الطعم الي طلبته + الكيك الحسنه الوحيده بس حجمها صغير
1111,the coffee was very bitter even though i asked for extra sweet. Very bad coffee
1112,القهوه كانت اقريبا بارده
1113,Could use better packaging
1114,جيد
1115,So delicious
1116,Gg
1117,Good
1118,لم يصل لي الطلب المطلوب تم تغير الطلب لماذا ؟
1119,كنت اتوقعه مثلجا للاسف بدون ثلج
1120,👌🏻
1121,.
1122,It’s not good. Why ???
1123,Good
1124,👍🏼
1125,Thanks
1126,good
1127,Not good packaging
1128,جدًا ممتازَ 🤍🤍🤍🤍
1129,Rider kept the drinks outside without contacting and left
1130,There was no ice in thw spanish ice latte it arrived warm
1131,Delivered in 6mins from the time I placed the order!
1132,ممتاز
1133,Ok
1134,انا طالب كوفي بارد ووصل لي جدا حااار وغير مرتب وبدون بيب
1135,ممتازه
1136,الثلج ذائب
1137,They are fast
1138,جميل
1139,Tasty
1140,They always whatsapp and call
1141,Everything was perfect
1142,الأكل وصل بااارد
1143,
1144,Bad attitude
1145,"Listened to feedback and specially called me, was greatly packaged!"
1146,سريع
1147,Thanks
1148,Very good service
1149,😍😍
1150,ممتاز
1151,The paper under the fries got soggy and got stuck to the fries - should be some other system
1152,😍😍
1153,Very good
1154,amazing as always
1155,😍😍
1156,😍😍
1157,البرجر لذيذ
1158,Overpriced
1159,Hi
1160,حبيت
1161,جميل
1162,الامور طيبه
1163,كان طلبي تقليه مع خبز ... وصلت لي مع الارز
1164,الاكل لذيذ للابد
1165,الاكل لذيذ وطازج شكرا جزيلا
1166,I ordered Qalyah Meat but received Qabuli Qalyah Meat !!!
1167,Amazing
1168,طلبي ناقص
1169,قبولي قلية رهييييب
1170,ممتاز جدا
1171,"Overpriced , not as expexted"
1172,Delecious
1173,كان الاكل لذيذ ماشاءالله
1174,"Prices arr very high! Why would it cost 3.500 for macaroni! Also, meat is not the best taste. Sandwitches are very small. Reduce the amount of money for a small food portion."
1175,ا
1176,This is the smallest sandwich I ever ate in my life!!!! Like is so tiny I couldn’t see what inside it !!!!!!
1177,"حار جدا 
كثير فلفل"
1178,😔✅
1179,فناننننننننن
1180,Amazing qaoobli
1181,No
1182,Good
1183,كوكيز لذيذ
1184,Perfect arrived hot and fress 😍😍😍😍
1185,ممتاز
1186,Like
1187,Phone busy .. inaccurate tracking no reply from talabat measage
1188,Nice
1189,رائع جدا
1190,Good
1191,I want some one to call me they deilverd only one acai and i odered two
1192,
1193,Please i dont want the same rider nex time !!!! He cant track the address !!!!
1194,شكرا
1195,Thank you
1196,Super Delicious
1197,Super talabat
1198,Excelent
1199,My oreder doesnt delevrd
1200,الطلب خاطيء
1201,Thank you
1202,
1203,No cash change
1204,Messages was unclear and not in english
1205,Ok
1206,"Great food , nicely wrapped."
1207,My order was not recieved
1208,
1209,"Amigo team, the food was good! but you mixed up your own meals ie burrito meal and burrito bowl meal, pay more attention order ticket. I ordered a burrito meal but instead got a burrito bowl. 😞."
1210,Good
1211,"Amigos can improve quality by adding few napkins and at leas printed bill.
Also, hot and cool stuff cannot by in same bag."
1212,Our special request of no onions was ignored. Instead amigos put EXTRA onions.
1213,"Food is too expensive for the quality i received, came all soggy and bad tasting, food tasted bad and i dont recommend ordering it. The restaurant is good irl but dont order, there are plebty of better options"
1214,I received my order quickly and it was exactly what I asked for.
1215,"The quality of food is very bad, will not order again!"
1216,"It wasn’t great value for money, Food quality can be better"
1217,I got a burnt burrito
1218,It wasn’t great value for money
1219,The restaurant put different ingredients in my sandwich.
1220,I ordered 3 burritos but I only received one. Two burritos left.
1221,"Bav, Food was pretty good"
1222,I was impressed with how fast my order arrived
1223,Non
1224,💔💔💔💔
1225,#mug family
1226,
1227,شي لذيذ من الاخر فقط السندويش كان بارد مع ان هناك اختيار تريدها ساخن او بارد
1228,جميل الاختيار والطعم ❤️‍🔥
1229,The coffee was good but the croissant was very bad not fresh and no taste.
1230,Excellent
1231,The latte and cappuccino arrived with no froth t all despite request to make it extra hot and foamy
1232,😍😍😍😍😍😍
1233,افضل كوفي ف العالم 🤗❤️
1234,The best coffee 😍
1235,مق يفوز اقوى كوفيييييي،  لذيذ
1236,"Handsdown the best coffee in town, i recommend it well done"
1237,Amazing 👌🏽
1238,Very bad.. the coffe with no foam at all!!
1239,حبيت كل شي الستاف والقهوة وكل شي راقييينننن شكراً
1240,￼
1241,سريعين 😍😍
1242,FINALLY! The best coffee is in souq almadinah 🔥 BEST spanish ! Highly recommended.
1243,Nice
1244,Good one
1245,So diaappointed with the quality of the food. The donut is a bit hard and not fresh and there's after taste
1246,Good
1247,Good
1248,:)
1249,fast
1250,the donuts + coffee were amazing and i really appreciate the small message on the coffee and box of donuts🥺❤️ made my day
1251,very nice
1252,The best!!
1253,I loved that they wrote انجوي on the drink 🥺❤️
1254,Good
1255,Awesomeness
1256,all good thanks
1257,quality reduced
1258,جيد جدا
1259,😍😍
1260,The donut tasted like burned oil. I couldn't eat it.
1261,
1262,Great nutella bites
1263,Best doughnuts in OMAN!!!!! Aleays great quality always such a yummy treat when you want to cheat
1264,Good
1265,❤️❤️
1266,My order didn’t arrive within the time I expected
1267,😍😍
1268,شكراً
1269,رهيب
1270,Excellent?
1271,"It too one hour and 30 minutes to receive my coffee .. 
I did not receive it extra hot as expected just warm .
Starbucks take a lot of time to deliver coffee please keep note of that !"
1272,ألذ قهوة شكراً لكم
1273,He called me to his car
1274,Great
1275,Great!
1276,Great
1277,Great
1278,Someone needs to come &amp; replace
1279,starbuck was okaay
1280,ممك
1281,Reduce prices
1282,"I ordered Iced Matcha Latte, and add Whipped cream. 0.460 which is not worth it to pay. 
the whipped cream isn't up to my expectation. they only a little white things top of my drinks."
1283,Wrong item delivered
1284,H
1285,Excellent food easy delivey alltogether im very impressed
1286,￼
1287,
1288,"Quality of food was not good , It wasn’t great value for money"
1289,M
1290,Excellent quality food as usual.
1291,Nice
1292,
1293,Amaxing!
1294,Not at all value for money and not good
1295,Good
1296,Last time im not ordering from here again i promise you
1297,too much of oil in the Onion pakodas
1298,"One of the best Indian restaurants we know - elegant and fine food, delicious!"
1299,it was plain rice and not pulao  !
1300,The food packaging was perfect
1301,Pleased don’t use plastic containers with hot food! Low quality of ingredients and packaging!
1302,جيد جدا
1303,"The food packaging was perfect, I was impressed with how fast my order arrived, Food was delicious and surpassed my expectations"
1304,The food packaging was perfect
1305,Food was delicious and surpassed my expectations
1306,كان تغليف الطلب ممتاز
1307,The time commit in the kitchen was missed but Thu probably busy. The food was very good. The Machi Masala was wonderful - best dish ever.
1308,"The food packaging was perfect, I was impressed with how fast my order arrived, Food quality was good compared to the price, Food was delicious and surpassed my expectations"
1309,"Ordered Naan but received Tandoori Roti , Before packing resturent should check the items. Unexpected from Moti Mahal"
1310,I dont want to comment
1311,
1312,Great app and service
1313,Thank u
1314,The crepe was not fresh it was like plastic
1315,Amazing taste!
1316,Chicken tastes bad and the food is cold
1317,
1318,Perfect ✨
1319,Good
1320,Wrong order delivered
1321,👌🏻
1322,Good seevices
1323,Choked on a fish bone in my crepe.
1324,.
1325,Small portion not like picture
1326,😋😘
1327,
1328,Thanks for the free orange juice 🙏🏻☺️
1329,"Rider didn't ring the bell or keep the food at the door, he left cause i did not reply to his calls! After he sent me a picture of my front door"
1330,Wow
1331,
1332,The rice without salt now almost three days i order also the order come without spoon so please make sure the rice with salt and there's spoon with the order
1333,For hotdog sambosa hotdog to be cooked welldone and no sambosa suace
1334,😍
1335,الاكل كله زيت. زمان كان الاكل ممتاز. لا انصح به.
1336,وجبه السمك المطفاي ما تستاهل السعر البداً. مجرد قطتين صغار من السمك وصالونه نصفها زيت. المطعم كان ممتاز سابقا وكنت اطلب بشكل يومي ولكن الظاهر تغيرت الادارة وتغير كل شي. لما تتصل فيهم ما يهتموا بالزبون. اتمنى من اصحاب المطعم اخذ ملاحظات الزبائن في الاعتبار.
1337,👍
1338,My order was ready from 10:36 and i recieved ot by 11:10
1339,
1340,طعم مميز
1341,Hope the restuarant knows difference between chappathi and big roti. They should have given more details about item. Not delicious
1342,The pasta with red sauce soooo gooooddd!!! ❤️😋
1343,"food is oily, pakora was too much oil,"
1344,غير لائق في الرد
1345,😎
1346,The food is sooooooo gooooooooddddd ❤️
1347,
1348,
1349,ب
1350,Excellent
1351,ممتاز
1352,I didnt recive my order
1353,He rang the bell at 12 AM without contacting my number at all ! I am a loyal customer and this is NOT ACCEPTABLE at all
1354,Totally wrong item and took 40 minutes instead of 25
1355,Ok
1356,💕
1357,ممتازز
1358,الاكل بارد
1359,.
1360,ممتاز
1361,
1362,Thank you
1363,On time
1364,Every thing is awesome
1365,No filling except meat
1366,They forgot all of the sauces i ordered
1367,the item received is bad with only bread and chicken and nothing else
1368,👍
1369,Awesome
1370,굿
1371,Tasty
1372,
1373,جيد
1374,Noce
1375,لا
1376,الحمدلله
1377,توكلنا على الله الحمدلله على هذي التسهيلات الله يوفق الجميع يارب
1378,"طلبي ما وصل بالسرعة التي كنت متوقعها, من ناحية القيمة مقابل السعر، طلبي كان عادي"
1379,ممتاز
1380,"صل على النبي, حسيت ان نوعية الأكل كانت ممتازة بالنسبة للسعر"
1381,thanks for your service
1382,وقت التوصيل كان سريع جداً
1383,ياريت لو في قيم أقل نفس ريال أو ٢ أو ٣
1384,"Very bad , taking money without any service, I’m very upset"
1385,طعام لذيذ
1386,الله أدم علينا نعمة استشعار نعمك.. اللهم ارزقنا بها مرتعا في الجنة
1387,very good
1388,في ميزان حسناتكم
1389,الله لا إله إلا الله وحده لا شريك له له الملك وله الحمد وهو على كل شي قدير
1390,Bb
1391,Great
1392,رهيب اكلهم حبيته
1393,جيد جدا
1394,The food was very bad i dont think i will order again
1395,Food was pretty good
1396,Very bad taste will not order again.
1397,Samosa Chana Chat was not delivered. Food took over an hour to arrive and was cold.
1398,"I was impressed with how fast my order arrived, I felt I got great quality for the amount I paid"
1399,"Brilliant , Food quality was good compared to the price"
1400,حبيت اكلهم
1401,"The food was absolutely garbage. In fact putrid, couldn’t eat a bite and had to throw away the full order after my first bite. Will never ever order from them. I have a picture of the food Even the food served to workers in camps is better."
1402,"I felt I got great quality for the amount I paid, Food was delicious and surpassed my expectations"
1403,"I felt I got great quality for the amount I paid, The food packaging was perfect"
1404,Food quality was good compared to the price
1405,"Chicken portion was really small, the sauce was sweet, no portion of chicken breast I found skin in the chicken, impossible to eat"
1406,Too much sugar in the dishes
1407,Food is delicious and well packed.
1408,الطلب خاطئ
1409,Very Tasty Food
1410,Great food 👌
1411,Quality of food not up to the standerd
1412,The food stated ut will take 40 min and i ended up waitinv for over an hour
1413,
1414,No drinks were delivered wiht my order.
1415,Frish and yammy
1416,Drink was missing from order
1417,￼
1418,
1419,N/A
1420,I asked for a cola and extra fries and it was missing
1421,Delivered wrong order
1422,The food was amazing! 10/10
1423,"The food packaging was perfect, I was impressed with how fast my order arrived"
1424,جاء غير الي طلبته
1425,جيد جدا
1426,￼
1427,Didnt add cheese on my burger
1428,السعر غير مناسب
1429,ممتاز
1430,Excellent!
1431,It has been 1 hour ans the food hasnt arribed
1432,The salad delivered without the souce
1433,"Amazing taste , amazing servise :)"
1434,"Food was bad, shrips were so little. The bread like rock its so hard."
1435,I ordered quinoa chicken salad but it was of low quality not worth the price
1436,Missing item always
1437,Very good
1438,The packing and presentation of the food is soo poor for the money I paid. It looks like those sandwiches from a supermarket.
1439,الاكل ما حلو وتغليف الاكل مب حلو
1440,"The salad dressing is missing, the salad was dry and taste less different than my previous orders"
1441,جيده
1442,The olives in the salad were wrotten already
1443,love it.
1444,الأكل لذيذ جدا
1445,my order was not what i ordered.. I recieved completely wrong order.
1446,Where is the extra butter and syrup i asked for ?? The dish is for two person !!
1447,البانكيك لذيذ جدا بصراحه اخيرا بانكيك لذيذ فالسلطنه ب سعر معقول جدا وكميه كبيره اتمنى ما يتغير الطعم very tasty pancakes keep it up please
1448,"The food packaging was perfect, I was impressed with how fast my order arrived, I felt I got great quality for the amount I paid, Food was delicious and surpassed my expectations"
1449,"The food packaging was perfect, I was impressed with how fast my order arrived, I felt I got great quality for the amount I paid, Food was delicious and surpassed my expectations"
1450,"السلطة مكتوب فيها خس وولاسف حاطين ملفوف مكان الخس ولايوجد فيها خس نهائي كلها ملفوف سئ جدا جدا, طلبي وصل بوقت أسرع من المعتاد"
1451,"I felt I got great quality for the amount I paid, Food was delicious and surpassed my expectations, The food packaging was perfect, I was impressed with how fast my order arrived"
1452,جيد جدا
1453,The salad delivered without the souce
1454,"Amazing taste , amazing servise :)"
1455,"Food was bad, shrips were so little. The bread like rock its so hard."
1456,I ordered quinoa chicken salad but it was of low quality not worth the price
1457,Missing item always
1458,Very good
1459,The packing and presentation of the food is soo poor for the money I paid. It looks like those sandwiches from a supermarket.
1460,الاكل ما حلو وتغليف الاكل مب حلو
1461,"The salad dressing is missing, the salad was dry and taste less different than my previous orders"
1462,جيده
1463,The olives in the salad were wrotten already
1464,love it.
1465,الأكل لذيذ جدا
1466,my order was not what i ordered.. I recieved completely wrong order.
1467,Where is the extra butter and syrup i asked for ?? The dish is for two person !!
1468,البانكيك لذيذ جدا بصراحه اخيرا بانكيك لذيذ فالسلطنه ب سعر معقول جدا وكميه كبيره اتمنى ما يتغير الطعم very tasty pancakes keep it up please
1469,"The food packaging was perfect, I was impressed with how fast my order arrived, I felt I got great quality for the amount I paid, Food was delicious and surpassed my expectations"
1470,"The food packaging was perfect, I was impressed with how fast my order arrived, I felt I got great quality for the amount I paid, Food was delicious and surpassed my expectations"
1471,"السلطة مكتوب فيها خس وولاسف حاطين ملفوف مكان الخس ولايوجد فيها خس نهائي كلها ملفوف سئ جدا جدا, طلبي وصل بوقت أسرع من المعتاد"
1472,"I felt I got great quality for the amount I paid, Food was delicious and surpassed my expectations, The food packaging was perfect, I was impressed with how fast my order arrived"
1473,جيد جدا
1474,لا ملاعق لا تيشو والاكل ب ٧ وجبه مكرونا مبالغ فيه
1475,👍
1476,Great food
1477,Consistently excellent
1478,Milly cake is delicious but quantity is smaller than before with the same price...الميلي كيك لذييييذ بس الحجم أصغر عن قبل مع نفس السعر
1479,Food is cooled
1480,Cake gallery
1481,I demand a full refund. It took the order two hours to arrive and the help people in support did not provide any support and ended the chat.
1482,
1483,I order Ed anchovies  pizza I got mushroom  pizza
1484,Expensive.
1485,Amazing 😍
1486,Fantastic
1487,Very good
1488,
1489,
1490,الاكل حلو لكن بارد
1491,The besf
1492,"The food packaging was perfect, I was impressed with how fast my order arrived"
1493,تجربة فاشلة - الاكل جداً بارد
1494,food was delieverd hot and in a good amount of time thank you!
1495,ممتاز
1496,Very good
1497,
1498,ممتاز
1499,ممتاز
1500,ت
1501,Great food.
1502,Good
1503,Ff
1504,Good
1505,Good
1506,ممتاز
1507,"Order was notified that it was delivered, but I didn't receive any"
1508,ممتاز
1509,المندازي لذذذذذذيذ ووصل الاكل حااار شكرا من القلب
1510,.
1511,"I ordered 8 pieces plain 
4 pieces nutella 
8 pieces lotus,, but I recieved only 3 pieces plain, 7 pieces nutella and the reat lotus!"
1512,ممتاز
1513,Thanks
1514,😍
1515,ل
1516,Wrong order delivered
1517,لم استلم الطلب
1518,باز وش
1519,يم يمي لذيذ مره
1520,Thanks a lot
1521,Chicken was not cooked well and was hard
1522,الطعام جيد لكن عجينة البيتزا كان محروقة الاطراف
1523,🔥
1524,🙏
1525,🔥
1526,سلطة سيزر فقط خس وكمية كبيرة مايونيز،طعم سيء ومكونات ناقصة
1527,STOP CONFIRMING UNLESS RECEIVING THE ORDER
1528,ت
1529,Good
1530,"The best pasta with meatballs, even though meatballs are not balls. Taste is good♥️"
1531,great
1532,Not same picture !
1533,ل
1534,ممتاز
1535,Good man
1536,👏🏼
1537,No cutlery were provided with the order so i was not able to eat it
1538,Good
1539,The foods quality os so bad
1540,Good
1541,food was freezing cold and took over one and half hour
1542,"The food arrived cold, and i could not eat it. It took talabat 2 hours to deliver. I ordered at 12, and got my food at 2. Very dissapointing service"
1543,Ok
1544,مره ممتاز بس التاخير شوي كان
1545,Good
1546,.
1547,Best sliders in town!!!
1548,Great
1549,"Got missing itram 
There was no midnight slider 
There was no extra chicken patty"
1550,لذدذيذ
1551,I received wrong order
1552,البرغر ضغير جدااااااا
1553,Food was deliverd cold
1554,
1555,Good
1556,Order not delivered
1557,Best burger
1558,"The Punch Bag Burger was extremely spicy (a lot of black pepper + extremely hot sauce) , without mentioning this burger is spicy .
not wealthy of the price."
1559,لذيذذذذذذذ
1560,👍
1561,The best
1562,ordered for 6 OMR but 2 0mr offer is not  applied
1563,Wrong order delivered
1564,الاكل لذيذ ياليت تزيدوا اطباق اكثر
1565,ممتاز
1566,كان الأكل لذيذ جداً وفاق توقعاتي
1567,كان الأكل لذيذ جداً وفاق توقعاتي
1568,الطلب كله خطاء ياخي اذا ماتعرفوا تعملوا طلب سكروا مطعمكم ، الأكل للاسف شي جدا لا انصح به
1569,كان الأكل لذيذ جداً وفاق توقعاتي
1570,ممتاز
1571,Food was as usual great!
1572,يتأخر😭😂
1573,Deleicous
1574,Yummy
1575,
1576,
1577,The jaffar sandwiched chicken was hard and felt old looks like it was ready long time ago and was just heated and deleverd
1578,Excellent
1579,رائع
1580,جيد
1581,جميل
1582,الطلب ناقص
1583,I relly loved it its tassty 🤍🤍🤍🤍 good choice for for chocing this resturant
1584,
1585,فنان انته👌👌👌👌👌👌👌👌💕
1586,ا
1587,Bad
1588,Good as always
1589,A wrong item delivered to me and no correction action was taken :(
1590,حيد جدا
1591,X
1592,"Don't recommend, my order not fresh at all"
1593,Great
1594,Food was delicious and surpassed my expectations
1595,Delivefed well over an hour after ordering
1596,I felt I got great quality for the amount I paid
1597,There was  alot of oil on the rice almost one cup
1598,الاسف الاكل القيمة للي دفعين فيه ما يستاهله قيمة الاكل ما تتعد ريالين وحسب الله ونعم الوكيل
1599,"Drinks was not added unfortunately but the meal was there and the talabat operator apologized and the drinks amount will be returned back within 24 hours , The food packaging was perfect"
1600,"Food was delicious and surpassed my expectations, I felt I got great quality for the amount I paid"
1601,sweet chilli patato was too sweet n it was not good at all where as briyani was awesome
1602,The prawns i ordered were not fresh at all! It was hars to eat
1603,I felt I got great quality for the amount I paid
1604,ممتاز
1605,Great
1606,ممتاز
1607,Very excelent. Made a mistake in my order and hit a phone call to cofirm if I was mistaken or not.
1608,😋
1609,(
1610,جميل
1611,رهيب😍
1612,🤍
1613,ه
1614,
1615,شكراً
1616,ممتاز
1617,منظر برحر كبير في واقع صغيره
1618,Good quailty but a bit expensive
1619,￼
1620,👍🏻
1621,شكرا
1622,رائع
1623,The best
1624,good but low quantity
1625,ممتاز
1626,روووعة
1627,👍
1628,"The kunafa it was bad , chess with bad tast , cold and the bakage with out spon or frok . Its not 1st time loke that , i though previously it was by mistak but the recurrent missing and bad tast goven us enough idea"
1629,ممتاز
1630,They did not put sugar syrup in the item
1631,بدون ملاعق
1632,Perfect
1633,شكرا
1634,Great service
1635,"On time , good service"
1636,شكرا  كثيررررررررر
1637,Very good
1638,Good
1639,The order arrived messy. Rider explained that the car jumped a hump and the box fell.
1640,ً
1641,❤️
1642,لا توجد ملاعق
1643,ok
1644,Delicious and fresh👌
1645,ممتاز
1646,اكلهم طيب
1647,الاكل ما كان فنان
1648,جميل
1649,
1650,😍
