,0
934,Hope the restuarant knows difference between chappathi and big roti. They should have given more details about item. Not delicious
935,The pasta with red sauce soooo gooooddd!!! ❤️😋
936,"food is oily, pakora was too much oil,"
937,غير لائق في الرد
938,😎
939,The food is sooooooo gooooooooddddd ❤️
940,
941,
942,ب
943,Excellent
944,ممتاز
945,ممتاز
946,Nice
947,Good one
948,So diaappointed with the quality of the food. The donut is a bit hard and not fresh and there's after taste
949,Good
950,Good
951,:)
952,fast
953,the donuts + coffee were amazing and i really appreciate the small message on the coffee and box of donuts🥺❤️ made my day
954,very nice
955,The best!!
956,I loved that they wrote انجوي on the drink 🥺❤️
957,Good
958,Awesomeness
959,all good thanks
960,quality reduced
961,جيد جدا
962,😍😍
963,The donut tasted like burned oil. I couldn't eat it.
964,
965,Great nutella bites
966,Best doughnuts in OMAN!!!!! Aleays great quality always such a yummy treat when you want to cheat
967,Wrong order delivered
968,الطلب خاطئ
969,Very Tasty Food
970,Great food 👌
971,I didnt recive my order
972,He rang the bell at 12 AM without contacting my number at all ! I am a loyal customer and this is NOT ACCEPTABLE at all
973,Totally wrong item and took 40 minutes instead of 25
974,Ok
975,💕
976,ممتازز
977,الاكل بارد
978,.
979,ممتاز
980,
981,Thank you
982,On time
983,Every thing is awesome
984,No filling except meat
985,They forgot all of the sauces i ordered
986,the item received is bad with only bread and chicken and nothing else
987,👍
988,Awesome
989,굿
990,Tasty
991,
992,ممتاز
993,Very good
994,
995,ممتاز
996,ممتاز
997,ت
998,Great food.
999,Good
1000,Ff
1001,Good
1002,Good
1003,ممتاز
1004,"Order was notified that it was delivered, but I didn't receive any"
1005,ممتاز
1006,المندازي لذذذذذذيذ ووصل الاكل حااار شكرا من القلب
1007,.
1008,"I ordered 8 pieces plain 
4 pieces nutella 
8 pieces lotus,, but I recieved only 3 pieces plain, 7 pieces nutella and the reat lotus!"
1009,ممتاز
1010,Thanks
1011,😍
1012,ل
1013,Bb
1014,Great
1015,رهيب اكلهم حبيته
1016,جيد جدا
1017,The food was very bad i dont think i will order again
1018,Food was pretty good
1019,Very bad taste will not order again.
1020,Samosa Chana Chat was not delivered. Food took over an hour to arrive and was cold.
1021,"I was impressed with how fast my order arrived, I felt I got great quality for the amount I paid"
1022,"Brilliant , Food quality was good compared to the price"
1023,حبيت اكلهم
1024,"The food was absolutely garbage. In fact putrid, couldn’t eat a bite and had to throw away the full order after my first bite. Will never ever order from them. I have a picture of the food Even the food served to workers in camps is better."
1025,"I felt I got great quality for the amount I paid, Food was delicious and surpassed my expectations"
1026,"I felt I got great quality for the amount I paid, The food packaging was perfect"
1027,Food quality was good compared to the price
1028,"Chicken portion was really small, the sauce was sweet, no portion of chicken breast I found skin in the chicken, impossible to eat"
1029,Too much sugar in the dishes
1030,Food is delicious and well packed.
1031,I ordered iced and got hot
1032,Wasnt very hot
1033,"The cup of the coffee was messy the coffee was all around the cover it looks like someone drank for it before because of how messy it was delivered, I have photos"
1034,Cup wasnt covered
1035,My order was supposed to arrive in 20 mins but it took over an hour. Disappointed with the experience.
1036,👌🏼
1037,Missing one sandwich
1038,لا تعليق صراحه
1039,"The food packaging was perfect, I was impressed with how fast my order arrived"
1040,The salad delivered without the souce
1041,"Amazing taste , amazing servise :)"
1042,"Food was bad, shrips were so little. The bread like rock its so hard."
1043,I ordered quinoa chicken salad but it was of low quality not worth the price
1044,Missing item always
1045,Very good
1046,The packing and presentation of the food is soo poor for the money I paid. It looks like those sandwiches from a supermarket.
1047,الاكل ما حلو وتغليف الاكل مب حلو
1048,"The salad dressing is missing, the salad was dry and taste less different than my previous orders"
1049,جيده
1050,The olives in the salad were wrotten already
1051,love it.
1052,الأكل لذيذ جدا
1053,my order was not what i ordered.. I recieved completely wrong order.
1054,Where is the extra butter and syrup i asked for ?? The dish is for two person !!
1055,البانكيك لذيذ جدا بصراحه اخيرا بانكيك لذيذ فالسلطنه ب سعر معقول جدا وكميه كبيره اتمنى ما يتغير الطعم very tasty pancakes keep it up please
1056,"The food packaging was perfect, I was impressed with how fast my order arrived, I felt I got great quality for the amount I paid, Food was delicious and surpassed my expectations"
1057,"The food packaging was perfect, I was impressed with how fast my order arrived, I felt I got great quality for the amount I paid, Food was delicious and surpassed my expectations"
1058,"السلطة مكتوب فيها خس وولاسف حاطين ملفوف مكان الخس ولايوجد فيها خس نهائي كلها ملفوف سئ جدا جدا, طلبي وصل بوقت أسرع من المعتاد"
1059,"I felt I got great quality for the amount I paid, Food was delicious and surpassed my expectations, The food packaging was perfect, I was impressed with how fast my order arrived"
1060,جيد جدا
1061,Awesome
1062,طلبت الاكل للمره الثانيه و لقيت فيه شعررررررررر 🤢 داخل الفطيره مش برعع!
1063,Great work!
1064,Great
1065,لا
1066,Wrong order delivered
1067,Tase was so bad and not as usual
1068,وين هديه اللي ممكن اخصل علبها بسب التاخير
1069,جيد
1070,If cheese was less salty it will be better.
1071,Excellent taste n packaging
1072,طلبت نقانق وجابولي لي لحم !!!!!!!!!!! سلامااااااات!!!!!
1073,the rider was very kind
1074,My drink was missing??!! I did't get it!
1075,Price is over ..
1076,Good
1077,I ordered falafel but no falafel inside only vegetables
1078,😍👌🏼💯
1079,شكرا
1080,Something wrong in the order. I dont want to exactly mention here but they should be careful !!
1081,ً
1082,يتأخر😭😂
1083,Deleicous
1084,Yummy
1085,
1086,
1087,The jaffar sandwiched chicken was hard and felt old looks like it was ready long time ago and was just heated and deleverd
1088,Excellent
1089,رائع
1090,جيد
1091,جميل
1092,الطلب ناقص
1093,I relly loved it its tassty 🤍🤍🤍🤍 good choice for for chocing this resturant
1094,
1095,فنان انته👌👌👌👌👌👌👌👌💕
1096,ا
1097,Bad
1098,Good as always
1099,A wrong item delivered to me and no correction action was taken :(
1100,حيد جدا
1101,💯💯
1102,Ok
1103,I dont want to comment
1104,
1105,Great app and service
1106,Thank u
1107,The crepe was not fresh it was like plastic
1108,Amazing taste!
1109,Chicken tastes bad and the food is cold
1110,
1111,Perfect ✨
1112,Good
1113,Wrong order delivered
1114,👌🏻
1115,Good seevices
1116,Choked on a fish bone in my crepe.
1117,.
1118,Small portion not like picture
1119,😋😘
1120,
1121,Thanks for the free orange juice 🙏🏻☺️
1122,"Rider didn't ring the bell or keep the food at the door, he left cause i did not reply to his calls! After he sent me a picture of my front door"
1123,Wow
1124,الاكل واصل بدون ملاعق ولا تيشو ولا فاتوره
1125,Good quality of food
1126,تأخير في تسليم الطلب
1127,خانة الملاحظات لم يُنظر اليها، الكميه قليله مقارنه بالسابق( اللوبيا وورق العنب) الفتوش نااااشف سابقا كان من الذ الفتوش على الاطلاق
1128,Very good
1129,Excellent
1130,The food was so good 🤤
1131,
1132,Good
1133,Excellent value and portions
1134,ت
1135,الخبز غير طازج  ووجبات المشاوي ليس معها بطاطس او ارز كما مذكور في المينيو ☹️
1136,نعم
1137,I am not happy at all missing iteams
1138,Superb
1139,the flafel very bad unfortunately
1140,"لم يتم احضار خبز مع الطلبيه 
و كمية الرز قليله مقابل السعر"
1141,Good
1142,الخبز شوي
1143,شكرا
1144,الاكل روووعه ما عليه كلام من الاخر .. والكميه راهية 😚😚😚
1145,Good
1146,Very nice service
1147,حلو بس بارد
1148,"Pizaa was cold in delivary, ans item was missing"
1149,الاكل استغفر االله ابدا ما حلو الله يعز النعمه  كل انواع الاكل معاهم ما حلو ما انصح فيه
1150,Very quick
1151,He asked for more money
1152,جميل
1153,Nice
1154,👌🏼
1155,نن
1156,Good svc
1157,Good
1158,Wrong item delivered
1159,تجربة ممتازة ووصول قياسي
1160,Pizza was not well cooked
1161,شكرا جزيلا
1162,رائعة
1163,somehow ok
1164,G
1165,Fries quantity was soo less
1166,🤍
1167,"Good , Very Fast"
1168,Very Fast 😍✌🏻
1169,ممتاز
1170,"I gelato was nice, but the kunafa cheesecake tastes so bad!! I dont think thats even cheese, the kunafa tastes plasticy, the pistachio sauce on top tastes soooo fake and just bad in my opinion and it had some kind of sweet liquid in the bottom thats filled with imitation flavouring that font taste like what theyre supposed to. Really bad quality cheesecake!"
1171,ممتاز
1172,ممتاز
1173,Im paying for Acai bowl. The making of the bowl has changed recently and now its much less acai and granola and more banana to fill the bowl.
1174,♥️
1175,thank you
1176,It wasnt like before fresh &amp; hot. I recieved it cold &amp; there is no enough cheese inside
1177,"Paratha are nice, croissants came dry"
1178,Tasty
1179,جيد جدا
1180,I. Ordered hot coffee but recievied very cold
1181,good
1182,NA
1183,cold kark!! waste of time and money
1184,good
1185,شك
1186,Good
1187,Excellent coffeee and croissants
1188,الكافيه جيدا جدا
1189,ممياز
1190,ممتاز
1191,روووعة
1192,👍
1193,"The kunafa it was bad , chess with bad tast , cold and the bakage with out spon or frok . Its not 1st time loke that , i though previously it was by mistak but the recurrent missing and bad tast goven us enough idea"
1194,ممتاز
1195,They did not put sugar syrup in the item
1196,بدون ملاعق
1197,Perfect
1198,شكرا
1199,Great service
1200,"On time , good service"
1201,شكرا  كثيررررررررر
1202,Very good
1203,Good
1204,The order arrived messy. Rider explained that the car jumped a hump and the box fell.
1205,ً
1206,❤️
1207,لا توجد ملاعق
1208,ok
1209,Delicious and fresh👌
1210,ممتاز
1211,ممتاز
1212,روووعة
1213,👍
1214,"The kunafa it was bad , chess with bad tast , cold and the bakage with out spon or frok . Its not 1st time loke that , i though previously it was by mistak but the recurrent missing and bad tast goven us enough idea"
1215,ممتاز
1216,They did not put sugar syrup in the item
1217,بدون ملاعق
1218,Perfect
1219,شكرا
1220,Great service
1221,"On time , good service"
1222,شكرا  كثيررررررررر
1223,Very good
1224,Good
1225,The order arrived messy. Rider explained that the car jumped a hump and the box fell.
1226,ً
1227,❤️
1228,لا توجد ملاعق
1229,ok
1230,Delicious and fresh👌
1231,ممتاز
1232,Thank you well packed and fast delivered
1233,Good
1234,It was Amaising 😍
1235,شكرا
1236,الطلب لم يصل لي ، اذا ممكن يصل لي بأقرب وقت
1237,شكرا
1238,سريع
1239,Have a good tretment
1240,غالي المطعم
1241,😍😍
1242,the Thermos is not the same as in the picture in size and colour
1243,😍
1244,"Cookies were cold and stale, not tasty at all"
1245,الكثير من قشار البيض في كل قطعة
1246,،
1247,طعم لذيذ بس الاسعار غاليه شوي
1248,"Very poor 
Not arrived"
1249,شكرا طلبات لكن حبات الكوكيز باردة نحبها ساخنة
1250,Perfect
1251,ا
1252,Good
1253,Good
1254,جيد
1255,Excellent 👏🏻👏🏻
1256,Good
1257,طالب ماي ماواصل
1258,I got what i wanted
1259,Excellent products are always available 😊
1260,👍🏻
1261,سريع
1262,ok
1263,
1264,
1265,"Missing item "" face mask"""
1266,Always great👍🏻😊
1267,Everthing is great
1268,استلمت جهاز الفأرة (الموس) ولكن بدون الوصله USB ليعمل عن بعد
1269,I was happy
1270,￼
1271,ممتاز
1272,Good
1273,Check my pregiosu feedback! Talabat is never on time anymore
1274,💖
1275,لم يعجبني
1276,Bad
1277,Tge coffee was cold
1278,Amazing coffee as usual
1279,Awsem
1280,Good quality coffee.
1281,👌🏼
1282,Excellent service.
1283,رائع
1284,Excllent
1285,The cappuccino was delicious but it didn’t have foam
1286,"the order is wrong , I ordered my coffee in a bottle but I got it in a normal plastic cup!"
1287,طالبه شي وجايبن لي شي ثاني ... لا تجيبو شي لزبون من مخكم
1288,Packaging different than what I ordered im so disappointed 😢
1289,Order not received
1290,"My order wasn’t packed properly, Delivery speed was as expected"
1291,The food packaging was perfect
1292,nothing
1293,Did not give what I ordered-not decaf
1294,I was impressed with how fast my order arrived
1295,👍🏼👍🏼
1296,Talabat and the restaurant were very thorough in dealing with an ingredient problem and making sure I was a satisfied customer.
1297,Very good
1298,Awful
1299,"They charged me extra for coconut milk, which wasnt included in the menu!"
1300,He left the bag and went. Nobody called or rang the bell
1301,Shoud have swnt watssap before calling
1302,Good food
1303,Fantastic sandwitch as always!! 🙌🏽🙌🏽 10/10
1304,The dish had quite a lot of chilli in it which isnt mentioned on the menu. Otherwise it was nice.
1305,شكرا وقومو بعمل الكثير من الخصومات و العروض
1306,very good
1307,
1308,The sourdough here is the best
1309,Love you Talabat ❤️
1310,M
1311,Best food
1312,Beat food
1313,Awesome
1314,The best brakefast
1315,Thanks
1316,Plz send the missing item now/ its mohalabiya nutella
1317,Great service
1318,Friendly
1319,الاكل لم يكن كما توقعت  كان سئ للغاية
1320,Ordered 2 mutabal and only got 1 piece of bread
1321,طلبت تبولة وكان الطلب اقل من عادي، تعودت على مستوى افضل من هالمطعم
1322,لذيذ
1323,The hummus with meat was full of olive oil and so heavy to eat
1324,I saw somthing in my food its so bad
1325,Raw chicken
1326,ممتاز
1327,لذيذ
1328,Grill was overcooked &amp; cold
1329,Good
1330,
1331,ات
1332,Very good
1333,اللحم بالعجين عجيب😋
1334,يرجى الالتزام باحضار فكّه في حالة الدفع نقداً.
1335,Took more than our to deliver.
1336,الفهيتا و شورما دجاج لذيذه لكن غالي 😅
1337,🌹🌹🌹🌹
1338,Love it
1339,Great
1340,Less lettuce in the salad
1341,لم استلم طلبي
1342,جيدجدا
1343,جميل
1344,عجيب
1345,Very good
1346,"I like it ❤️❤️❤️❤️❤️❤️❤️ 
10/10❤️"
1347,Tasty
1348,Must know English
1349,Overall good
1350,No commant
1351,No comant
1352,Nice
1353,القهوه والسويت ممتازه جدا ولذيذه
1354,So yammmy
1355,Excellent and fast
1356,Thanks
1357,"Food was delicious and surpassed my expectations, The food packaging was perfect"
1358,ت
1359,جيد
1360,Gpod
1361,فنان
1362,الملاحظه تتكرر الشراب منسكب
1363,رائع ولذيذ يستحق التجربه
1364,Good
1365,جميل
1366,I asked for coconut milk and got dairy milk instead even tho I'm allergic
1367,الطلبية غير لائقه
1368,جميل
1369,The matcha latte tasted really bad.
1370,.
1371,Nice
1372,Good
1373,ما وصلني الطلب
1374,ممتاز
1375,يجب النظر الى الملاحظات عند اعداد الطلب
1376,Good
1377,شكرا
1378,الماتشا مرر اتمنى تخفوو شوي بيطلع حلو
1379,i recived worng iteam
1380,لذيذ شكرا
1381,Great
1382,ممتاز
1383,Packing not good
1384,كيف أكل صحي وهو في كاتشب
1385,Good
1386,Brown rice ingredients nit as described.
1387,"There is a series issue with restaurant, why i didn't get what i have ordered!!!, i ordered brown rice and they gave me white rice"
1388,One items was missing
1389,Excellent
1390,I have request white sause pasta and i have received red sauce pasta !!!!! This is bot the first time i faced the same with this resturant !!!! What is wrong with them ??? Why there is options for the customers if the same are not been taken in consedration ?!
1391,طعام رائع ومذاق جميل
1392,Good
1393,"I requested steamed brown rice, why u give me potatoes!!!!!! There's something wrong is going on with restaurant"
1394,Awsone
1395,"How am supposed to eat rice in the office without spoon!!!, even though I have mentioned in the notes to put spoon but unfortunately u missed it again, this is second time now happens"
1396,Goodjob
1397,"Ensure to put spoon, how am supposed to eat it at work without spoon!!!!"
1398,الطلب ناقص
1399,Still bot arrived
1400,كان تغليف الطلب ممتاز
1401,great products and service.
1402,Ok
1403,
1404,"Wrong items , not as per request at all"
1405,الاكل ما وصلني وفلوسي اريدها ترجع
1406,ممتاز
1407,Ok
1408,لذيذ
1409,There is chicken filet missing !!
1410,ما عندي راي بس لذيييذ
1411,"On time 
Thanks"
1412,Wheres my chicken strips?
1413,"Item was missing, only half the steal sandwhich was in the bag"
1414,-
1415,I specifically asked for hot food and didnt receive it
1416,"Very good experience, deliverd in good time, but it would be excellent if the food was super hot and fresh❤️"
1417,He asked me to pay for Hardees mistake!
1418,ممتاز
1419,المبلغ الباقي
1420,الطلب كان ساندوش اطفال مع لعبة وليس قطع دجاج
1421,
1422,The meal not good they miss 1 potato fries and 1 pepse
1423,"Toronto fries is literally fries with a little parmesan and 2 small dips(mayochup, truffle oil with mayo), it reaches soggy and tasteless. Otherwise nearly all their food is good"
1424,Amazing quality of food
1425,the Parisian fries was bland .. the fattah was too saucy
1426,The food was super yumi
1427,The kibbah was very nice
1428,Thanks
1429,سيء جداً
1430,Delicious!
1431,"very potrebbe order content , order of 5.5 OMR but Value lessthan 1 OMR"
1432,شكرا
1433,I didnt find my order spicificaly
1434,❤️❤️
1435,ok
1436,The best
1437,I have received the wrong order
1438,Thanks
1439,My order is wrong
1440,Simply awesone exoeeience.
1441,good
1442,good
1443,ممتاز
1444,thanks
1445,"I’m happy they didn’t ignore my notes , The food packaging was perfect"
1446,I loved how my order was packaged
1447,I was impressed with how fast my order arrived
1448,"I'm used to your service being terrible but you've now taken it to the next level by making your product terrible too. Impressive work, very synergistic. Last two times I've ordered 2 Voltage Chillers each, the first time you've given it to me with barely any coffee and with the consistency of water, and the next time with the ultra thick consistency of ice cream, and with with no sugar. I would've still accepted it if it tasted even vaguely like what it's supposed to once I added sugar because"
1449,"very inconsistent service, but i keep coming back for the voltage chiller"
1450,You have send me wrong order .
1451,"The food packaging was perfect, I was impressed with how fast my order arrived, I felt I got great quality for the amount I paid, Food was pretty good"
1452,on time
1453,Good
1454,صورة القهوة لم توضح مجرد كوكب واحد في الصورة تبين دلة الرجاء منكم التوضيح مثل المطاعم الاخرى
1455,Cery good packaging and fresh
1456,ok
1457,Food was hot and yummy
1458,Excellent service
1459,Delicious Acai bowls 😍😍😍
1460,استلمت طلب لم اطلبه
1461,Food is absolutely delicious and it arrived quickly. I'd definitely order again! (:
1462,Expected the pistachio milk cake to taste better
1463,I didn't expect to be sent a small kunafa when ordered Medium size.... very embarrassing
1464,no
1465,لا
1466,"Kunafa box was big , with tiny kunafa inside"
1467,الأكل كان طيب
1468,He was rude 🤷🏻‍♂️
1469,I was impressed with how fast my order arrived
1470,Food was delicious and surpassed my expectations
1471,Not delivered yet
1472,"Food was delicious and surpassed my expectations, I was impressed with how fast my order arrived, I felt I got great quality for the amount I paid, The food packaging was perfect"
1473,I was impressed with how fast my order arrived
1474,Ok
1475,
1476,"Wrong items , not as per request at all"
1477,الاكل ما وصلني وفلوسي اريدها ترجع
1478,ممتاز
1479,Ok
1480,لذيذ
1481,There is chicken filet missing !!
1482,ما عندي راي بس لذيييذ
1483,"On time 
Thanks"
1484,Wheres my chicken strips?
1485,"Item was missing, only half the steal sandwhich was in the bag"
1486,-
1487,I specifically asked for hot food and didnt receive it
1488,"Very good experience, deliverd in good time, but it would be excellent if the food was super hot and fresh❤️"
1489,He asked me to pay for Hardees mistake!
1490,ممتاز
1491,المبلغ الباقي
1492,الطلب كان ساندوش اطفال مع لعبة وليس قطع دجاج
1493,
1494,The meal not good they miss 1 potato fries and 1 pepse
1495,Love there coffee ☕
1496,جودة القهوة رديئة
1497,"Toronto fries is literally fries with a little parmesan and 2 small dips(mayochup, truffle oil with mayo), it reaches soggy and tasteless. Otherwise nearly all their food is good"
1498,Amazing quality of food
1499,the Parisian fries was bland .. the fattah was too saucy
1500,The food was super yumi
1501,The kibbah was very nice
1502,Thanks
1503,سيء جداً
1504,Delicious!
1505,"very potrebbe order content , order of 5.5 OMR but Value lessthan 1 OMR"
1506,amazing
1507,amazing
1508,Amazing as always ♥️
1509,"Rider may read the address details from the Talabat app, so he can find the address without make some unecessary calls"
1510,😍 best food in town !!!
1511,"The soup lacked taste. Wasnt fresh at all.,
So disappointed"
1512,طلبت كلوب ساندويش .. والغليف من ٣ اقسام .. شي جدا سئ وطريقة رخيصة. لا انصح بهذا به.  تفاصيل التغليف جدا مهمة.
1513,-
1514,بارد، غالي، على غير المتوقع مقارنة بالسعر، هوت شوكليت نص كوب!!!!  وباااارد!  الخبز المستخدم قديم قدييييم
1515,👍🏻
1516,Order was not delivered! Please send me a refund
1517,Very nice and pleant
1518,Bb
1519,👌
1520,Fantastic!
1521,Good consistant food as always.
1522,.
1523,They didnt have some items - i requested to refund through talabt but they said i should contact you not them - the package was not good - the bread is open not covred - the taste was bad
1524,The rider should be more active
1525,👌🏻
1526,"Great location. Nice restaurant and outdoor dining area and peaceful. Great food, especially the pizzas I like."
1527,everything was great
1528,Fast ⭐️⭐️⭐️⭐️⭐️
1529,هتع
1530,Delicious farmers egg🙏🏼
1531,There is some spillage of the coffee when delivered despite the fact that there is already a holder.
1532,"Excellent packaging, excellent food and coffee as always."
1533,Fast 😍👍🏻
1534,Thank you CBTL 🌹👍🏼
1535,👌🏻
1536,my fav coffee place so far!❤️
1537,Thanks
1538,جميل جدا
1539,Excellemt packaging.
1540,Good
1541,The packaging for the food item is mediocre. It's like coming from a cafeteria but the food is very good.
1542,No plan to re order
1543,perfect
1544,Excellent Packaging.
1545,Thanks
1546,"Great, thanks a lot guys 🤞"
1547,Great
1548,جيد جدا
1549,"One item came spoiled, the liptlstick was melt when i opened the cover it all came out of its holder"
1550,Wrong item deliverd
1551,
1552,I recived wrong order. Not recommended
1553,رائع
1554,M
1555,ر
1556,حلوو💙🤍.
1557,Good
1558,جيد جدا
1559,"لماذا لا يوجد مع المندوب مبلغ للارجاع
في حال عدم وجود فكه للمبلغ"
1560,The products are bad!
1561,غالي واجد بالصراحه يعني بنحصل نفسه بس ارخص ونفس الماركه
1562,gud
1563,The skin serum and moisturizer feels as if it just sits on your skin. When I apply foundation it flakes and peels off.
1564,جمييل
1565,👍👍
1566,Very good
1567,الخدمه سريعه بس فيه بعض اسعار المنتجات جدا غاليه بمقارنة مع اماكن ثانيه
1568,Rider rang the doorbell (he should call and not ring the doorbell as he is disturbing the rest of the house).
1569,
1570,🤩🤩🤩
1571,Quick and on time 😉
1572,Perfct
1573,جيد
1574,Very good 👍🏻
1575,It was very quick
1576,Item received open without factory seal.. Need to be replaced to be given as gift
1577,Nice
1578,I receive the wrong item and noo one help
1579,the food was not tasty at all compared with it's high price
1580,Not good and cold food recived
1581,Perfect
1582,للاسف طلبت صحن شاورما وصل بارد وغير لذيذ اطلاقا والمتبل ايضا فيه ملح زياده
1583,very small portion. not wirth the price I paid
1584,It wasn’t great value for money
1585,"The food packaging was perfect, I felt I got great quality for the amount I paid, Food was delicious and surpassed my expectations, I was impressed with how fast my order arrived"
1586,I ordered chicken shawarma and recieved meat !! Potato was missing as well
1587,"I was impressed with how fast my order arrived, Food was delicious and surpassed my expectations"
1588,N
1589,Food not up to quality for the price. Meat somewhat undercooked and poor taste.
1590,"I think this is the last time to order fr this restaurant, customer requests are ignored and this is not the first time. I can accept this behavior from a lower standard restaurant but not from this one. Please tell the restaurant that they have lost a regular customer."
1591,"The food packaging was perfect, I was impressed with how fast my order arrived, Food was delicious and surpassed my expectations, Food quality was good compared to the price"
1592,they dont provide spoon and forks . how can ppl eat ?
1593,The food was not good
1594,No call and no one rang the bell
1595,The door bell got damged because of the toughness in ringing the bell
1596,"I felt I got great quality for the amount I paid, Food quality should definitely be improved"
1597,عكس الصورة  تماما  والسعر خيالي  جدا
1598,"The food packaging was perfect. The chicken wasn’t all that great. Dry. Overall, good quality food."
1599,On time
1600,لذيذ
1601,Gud
1602,لذيذ
1603,"ممتاز 
لا يوجد لديه كسور فالمبلغ،، ارجو  الانتباه"
1604,Amaizinggggg✨🙏🏻
1605,الاكل كان جدا حار مع اني حاطه ملاحظه ان ما حار  فقط شي بسيط وما قدرت اكله بسبب الفلفل
1606,الطلب غير كافيه
1607,non
1608,رائع
1609,الكمية قليله جدا من الدجاج مع الاسف
1610,"الاكل ممتاز ولكن الدجاج الموجد في المظبي غير كافي قطعه صغيره جدا لاتكفي حتى شخص واحد 
العيش كميه كبيره والدجاج قطعه صغيره هذا غير منطقي"
1611,حجم الدجاج جداً صغير للاسف ما نفس اللي بالصوره
1612,I ordered mandi
1613,Nnsnd
1614,Gravy missing. Fried chicken was so bad.
1615,غالي والكميه بسيطه عن كل طلب
1616,"The chicken I got was was merly cooked,almost raw.! Very bad experience"
1617,Good
1618,Good
1619,"Hi, my.this was my first time..  and the Food was amazing...both Arabic and Indian..specially the kerala dishes.. waiting to try more of your food.. my all family enjoyed it.. the quantity is sufficient and prize is reasonable.. thank you once again to you and all the your  team..***As like all other Arab restaurants provide  please serve hot soups With Mandi rice orders"
1620,Very good
1621,اكثر من رائع
1622,طلبت تكه لحم وصلني كباب
1623,اوكي
1624,He asked me to send the payment amount to his bank account instead of getting me change of 50OMR (as I asked to pay in cash)
1625,.
1626,☺️
1627,I orderit without tomato
1628,Ery good
1629,لا يهتموا بالملاحظات والاكل باااااارد وغير لذيذ
1630,شكرا
1631,شكرا
1632,Excellent
1633,Food was too cold
1634,الشاورما وصلتني باردة جدًا
1635,الطعام كان مراً
1636,ممتاز
1637,"below average taste, lamb kebab taste like chicken
overpriced looking at portion size and taste"
1638,ممناز
1639,Good
1640,7up was hot
1641,لا شي
1642,No
1643,👍🏻
1644,
1645,Good
1646,Excellent all the times
1647,ممتاز
1648,الاكل جميل
1649,جيد
1650,افضل مطعم يقدم اكل لبناني شكراً على النظافة و الطعم المميز و الدقة في التوصيل
1651,Ok
1652,ممتاز
1653,جيدا جيدا
1654,Thanks
1655,Good
1656,Food was good but delivery late
1657,دايما اطلب والاكل لذيذ ويوصل ع الوقت بس هالمره الاكل بارد والمشروب حااااار والتأخير ساعه كامله👎🏻
1658,😁👍🏻
1659,G
1660,Good business
1661,اول مره واخر مرة اطلب منه، طلبت منه لانه الوحيد كان فاتح ف ذاك الوقت، دفعت ١٥ ريال على اكل ما يستاهل ٦ ريالات، التقيم صفر من عشره سيئ بكل المقاييس
1662,"My main meal (yummy Hummus) and delivery was good.
The Kunafa was nothing like the picture nor did it taste like any other Kunafa I've had before, the cheese was tasteless and felt like a sheet of plastic.
moreover it was dry with no sauce, nor was I provided any sauce/dip to add (I assume it should have been included as they do elsewhere)."
1663,الانترنت غالي لا اطنصح بنه معهم
1664,شكرا
1665,ميرسي
1666,Not many options on talabat but other than that in satisfied
1667,ممتاز
1668,ممتاز
1669,ممتاز
1670,Good
1671,ممتاز
1672,As usual amazing
1673,ممتاز في كل شي
1674,I orderded scorto coffee capsules and received corto instead!
1675,The food packaging was perfect
1676,The food packaging was perfect
1677,The food packaging was perfect
1678,"We would love to see more if your Nesspreso options also at Talabat , The food packaging was perfect, I felt I got great quality for the amount I paid"
1679,طلبي وصل بوقت أسرع من المعتاد
1680,Exc
1681,Good
1682,Perfect
1683,Perfect
1684,I was impressed with how fast my order arrived
1685,Kind person
1686,Smart person.
1687,Kind person
1688,LaMer is one of my favorite resturants. The food is clean and delicious. LaMer never ceases to spoil us with their extras here and there. Love this resturant so much. 🤩🤩
1689,Very good food
1690,Kind person
1691,Thank u
1692,ممتاز
1693,السلطة قطعها كبيره جدا ..لا تأكل السلطه بهذا الشكل 🤷‍♀️🤦🏼‍♀️
1694,Kind person
1695,Kind person
1696,Very good
1697,Verey good
1698,طعم لذيذ
1699,I didnt recived thr bread !! Also i paid extra for humms but they gave me half hummus half garilc i dont want garlic !
1700,طورت ف اكياس الطلبات
1701,You must be one of my ex girlfriends for sending out an omllete to me without cutleries at the office. this right here is why we have prison.
1702,sweet food spilled over my main meal. i contacted them but they didnt really care. i wont order from them again.
1703,Very nice food 👍
1704,
1705,Always perfect
